id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
38027,"When solving complex relational word problems, students make transformation errors (such as omitting values of change or failing to integrate them into a coherent model) and translation errors (such as incorrectly translating models into number sentences based on random cues).",,whole_number,word problems,Multi-step and before-after problems,in_service,primary school,ZDM_Kaur_2018_Why,Berinderjeet Kaur,2018,ZDM,deficit,secondary,,pdfs/ZDM/ZDM_Kaur_2018_Why.pdf
38060,"Students misapply the standard algorithm for addition by failing to carry the tens digit, simply appending the partial sums together.",A student concludes that the answer to 99 + 1 is 910 because of the failure to 'carry' the 1.,whole_number,written computation,Addition algorithm,student,Kindergarten through Grade 3,ZDM_Ginsburg_2016_Research-inspired,"Herbert P. Ginsburg, Young-Sun Lee, Sandra Pappas",2016,ZDM Mathematics Education,deficit,passing,"1009, 1010",pdfs/ZDM/ZDM_Ginsburg_2016_Research-inspired.pdf
38099,"Students firmly anchored in natural number arithmetic resist estimation and approximation, believing that numbers cannot be altered for calculation.","When asked to estimate a sum from a receipt, students questioned why they should approximate calculations when they already knew how to calculate the exact answer, stating that 'the numbers can't be changed'.",whole_number,estimation and approximation,,student,fourth class of primary school,ZDM_Bonotto_2001_How,Cinzia Bonotto,2001,ZDM,uncoded,secondary,80,pdfs/ZDM/ZDM_Bonotto_2001_How.pdf
38119,"Students rely on naive unit counting strategies for arithmetic instead of viewing numbers as composite units, treating two-digit numbers as collections of single objects.","To calculate 15 - 5 - 5, students work it out from first principles by taking 5 away from 15 using counters, and then another 5 from 10, counting back in ones.",whole_number,arithmetic strategies,Composite units,in_service,primary,ZDM_Askew_2018_Mediating,Mike Askew,2018,ZDM,sociocultural,primary,,pdfs/ZDM/ZDM_Askew_2018_Mediating.pdf
38142,Students persistently use highly inefficient unit counting or repeated addition strategies for multiplication and division problems instead of leveraging multiplicative structure.,"Drawing individual tallies for 12 rows of 11 tiles, or using unit and multiples-based counting on fingers.",whole_number,multiplication and division,Calculation strategies,student,Grade 7,ZDM_Venkat_2018_Improving,"Hamsa Venkat, Corin Mathews",2018,ZDM,deficit,primary,,pdfs/ZDM/ZDM_Venkat_2018_Improving.pdf
38198,"A student interprets tally-like symbols in a place value table as having an absolute numerical value rather than a multiplicative value based on the column's header, viewing the header merely as a visual sorting marker.","A student argues that two bars (each representing ten) placed in the 'Z' (tens) column represent the number twenty, resisting the teacher's assertion that they represent 'twenty tens' (200), explicitly stating 'This is not about multiplication.'",whole_number,place value,Base-ten representations,student,third and fourth grade,ZDM_Gellert_2014_Students,Andrea Gellert,2014,ZDM Mathematics Education,sociocultural,primary,"860, 861, 862",pdfs/ZDM/ZDM_Gellert_2014_Students.pdf
38225,Children struggled to read and interpret 'teens' numbers because the spoken English words do not correspond with the written sequence of the base-ten digits.,"Errors occurred for numbers such as 12, 13, 16, and 18, including reversals or not knowing the place value of the digits.",whole_number,place value,reading numerals,student,"first three years of school (years 1, 2, and 3)",JMB_BoultonLewis_1998_Children's,Gillian M. Boulton-Lewis,1998,Journal of Mathematical Behavior,deficit,secondary,224,pdfs/JMB/JMB_BoultonLewis_1998_Children's.pdf
38240,"Students judged that logical rules of arithmetic algorithms, such as where to place a carried ten, were mere conventions that could be arbitrarily changed by authorities or in different cultures without rendering the resulting answers necessarily incorrect.","When asked if an alternative logical rule (e.g., adding a carried ten to the hundreds column instead of the tens column) would produce a right answer in another country, 58% of addition students and 88% of subtraction students said yes.",whole_number,addition and subtraction,algorithm rules,student,third grade,JMB_Laupa_2000_Children's,Marta Laupa,2000,Journal of Mathematical Behavior,deficit,primary,298-301,pdfs/JMB/JMB_Laupa_2000_Children's.pdf
38275,"Students operating at Stage 1 often conflate different levels of units when working across three or more levels, such as confusing items with groups of items, especially in the absence of tangible figurative material.","Cody solved the problem by counting on from 18 by 3s. However, he conflated the units of cups and chips, claiming that we would have 18 plus 4 cups!",whole_number,multiplicative reasoning,composite units,student,sixth-grade,JMB_Norton_2015_Provoking,"Anderson Norton, Steven Boyce",2015,Journal of Mathematical Behavior,deficit,primary,"217, 219",pdfs/JMB/JMB_Norton_2015_Provoking.pdf
38368,"When using intuitive compensatory strategies to find differences, students may adjust addends or subtrahends in the wrong direction because they rely on visualized number sequences rather than disembedded, explicitly quantified units.","To solve 35 minus 9, Adam adjusted 35 minus 10 (which is 25) by subtracting 1 more to get 24, moving his mental visualization down instead of up to compensate for subtracting a smaller number.",whole_number,additive reasoning,compensatory strategies,student,sixth grade,JMB_Ulrich_2016_Tacitly,Catherine Ulrich,2016,Journal of Mathematical Behavior,uncoded,primary,"7, 8",pdfs/JMB/JMB_Ulrich_2016_Tacitly.pdf
38391,"Children were unable to recall or mentally visualize the number of items hidden from view, relying instead on visual access to provide perceptual feedback.","When asked how many bugs were hiding after five were removed from view, Maz frankly admitted she didn't know because she could not remember. Nat consistently needed to peek at the hidden bugs at each stage.",whole_number,part-whole reasoning,mental representation of quantity,student,3- and 4-year-old children,JMB_Hunting_2003_Part-whole,Robert P. Hunting,2003,Journal of Mathematical Behavior,deficit,primary,"227, 230",pdfs/JMB/JMB_Hunting_2003_Part-whole.pdf
38450,"Students operating at the first multiplicative concept (MC1) often justify the use of multiplication additively or as a rote procedural convenience, rather than reflecting a coordinated relationship between composite units.","When explaining why he multiplied 3 and 4 to get 12 for the number of times a blue bar fits into a red bar, Adam replied, 'if you add them it will be too less.'",whole_number,multiplicative reasoning,units coordination,student,sixth-grade,JMB_Boyce_2016_Co-construction,"Steven Boyce, Anderson Norton",2016,Journal of Mathematical Behavior,deficit,primary,21,pdfs/JMB/JMB_Boyce_2016_Co-construction.pdf
38521,"When faced with mixed-unit coordination tasks, students at a participatory stage initially assimilate the task into previously established schemes, incorrectly operating on individual items (units of 1) rather than mentally segmenting them to form composite units.","When asked how many towers of 5 could be made from 10 single cubes and combined with 6 existing towers, Tia answered '30 plus 10 is 40', computing the total number of cubes rather than the total number of towers.",whole_number,multiplicative reasoning,mixed-unit coordination,student,4th grade,JMB_Hord_2016_Overcoming,"Casey Hord, Ron Tzur, Yan Ping Xin, Luo Si, Rachel H. Kenney, Jerry Woodward",2016,Journal of Mathematical Behavior,productive,primary,"21, 22",pdfs/JMB/JMB_Hord_2016_Overcoming.pdf
38566,"The student believed that zero is not divisible by anything because division requires having a concrete quantity or 'something' to divide, equating zero with 'nothing'.",Johnny claimed 'zero is not divisible by anything so it can't be even' and stated during the interview that 'you don't really have anything to divide from.',whole_number,division,division into zero,student,sixth grade,JMB_Levenson_2007_Neither,"Esther Levenson, Pessia Tsamir, Dina Tirosh",2007,Journal of Mathematical Behavior,deficit,primary,"89, 90",pdfs/JMB/JMB_Levenson_2007_Neither.pdf
38606,"Students may avoid the intellectual work of constructing knowledge by relying on superficial cues from the didactical contract, automatically applying a recently learned operation without considering the problem's meaning.","When asked to find the number of non-red cars in a lot of 57 cars with 24 red ones, Gaël adds 57 + 24 = 81 because he says 'voy a hacer lo que aprendí del maestro'.",whole_number,word problem solving,choosing the operation,student,escuela primaria,JMB_Brousseau_1999_El,"Guy Brousseau, Virginia M. Warfield",1999,THE JOURNAL OF MATHEMATICAL BEHAVIOR,sociocultural,primary,,pdfs/JMB/JMB_Brousseau_1999_El.pdf
38618,"Students may have difficulty representing a subset and its complement as parts of the same whole set, instead viewing the given quantities as separate, disjoint collections.","Gaël draws 57 marks for the cars in the parking lot, but does not realize the 24 red cars should be a subset of those marks; he thinks he must draw an additional 24 red cars.",whole_number,set inclusion,word problem representation,student,elementary school,JMB_Brousseau_1999_Case,"Guy Brousseau, Virginia M. Warfield",1999,Journal of Mathematical Behavior,deficit,secondary,"10, 11, 13, 14",pdfs/JMB/JMB_Brousseau_1999_Case.pdf
38690,"Even when recognizing a subtraction error in a time context, preservice teachers misinterpret a child's base-10 regrouping of 100 minutes as regrouping only 10 minutes, because they read the written regrouped '10' in the tens column as 10 ones.","Jamie thought the child had regrouped 10 ones instead of 100 ones, stating 'He borrowed only 10, and he should have borrowed 60.'",whole_number,interpreting student work,regrouping errors,PST,Grades K-3,JMB_Thanheiser_2012_Understanding,Eva Thanheiser,2012,Journal of Mathematical Behavior,deficit,secondary,232,pdfs/JMB/JMB_Thanheiser_2012_Understanding.pdf
38734,"Students suspend their real-world sense-making when solving standard word problems, mechanically performing arithmetic operations and providing fractional or unpragmatic answers rather than interpreting the result within the everyday context.","When determining how many lift trips are needed for 269 people if a lift holds 14, many students calculate the division and provide answers like 19.21429 or 19 plus a fraction, ignoring that a lift cannot make a fraction of a trip.",whole_number,word problems,Realistic considerations,student,11-12 year-olds,ESM_Cooper_2002_Childrens,BARRY COOPER and TONY HARRIES,2002,Educational Studies in Mathematics,sociocultural,primary,"3, 5, 9, 13, 20",pdfs/ESM/ESM_Cooper_2002_Childrens.pdf
38834,"Students calculate arithmetic expressions strictly from left to right following the conventions of reading written language, ignoring mathematical order of operations.",Calculating 11 - 2(7 - 5 x 13) + 42 by first doing 11 - 2 = 9 and 7 - 5 = 2.,whole_number,order of operations,Hierarchy of operations vs reading direction,mixed,"4e annee de l'enseignement secondaire, 9eme annee, terminale",ESM_Baruk_1987_Realite,STELLA BARUK,1987,Educational Studies in Mathematics,productive,secondary,"290, 291, 292",pdfs/ESM/ESM_Baruk_1987_Realite.pdf
38852,Students restrict their division answers to integers and fail to handle or recognize fractional remainders when dividing numbers that are not perfectly divisible.,"The number 491 is 7 units smaller than 498. Consequently, the answer is 82, but one unit is left over... But perhaps it can be ignored or should the answer be a decimal?",whole_number,division,Remainders,mixed,grade 11 and pre-service,ESM_Kaasila_2010_Finnish,Raimo Kaasila & Erkki Pehkonen & Anu Hellinen,2010,Educational Studies in Mathematics,deficit,primary,"255, 257",pdfs/ESM/ESM_Kaasila_2010_Finnish.pdf
38887,"The school curriculum introduces money from the smallest unit (pennies) to the largest to teach base-10 addition, conflicting with children's top-down everyday knowledge anchored in dollars and quarters.","Kindergarten children learned little from school money lessons because the curriculum focused heavily on pennies, which children viewed as 'junk' and practically useless for real shopping.",whole_number,place value and addition,Base-10 structure via money,student,preschool through second grade,ESM_Brenner_1998_Meaning,MARY E. BRENNER,1998,Educational Studies in Mathematics,productive,secondary,"143, 144, 145, 149",pdfs/ESM/ESM_Brenner_1998_Meaning.pdf
38970,"Students fail to objectify base-ten structures, relying instead on counting by ones to add ten to a two-digit number.","When asked to add 10 to 92, Mina counted on her fingers from 92 to 102 instead of recognizing the base-ten pattern.",whole_number,addition,Adding 10,student,third grade,ESM_HeydMetzuyanim_2016_Between,Einat Heyd-Metzuyanim & Mellony Graven,2016,Educational Studies in Mathematics,sociocultural,secondary,"356, 357",pdfs/ESM/ESM_HeydMetzuyanim_2016_Between.pdf
39052,Applying standard 'correct to 1 significant figure' rounding rules to multiplication yields unacceptably high percentage errors when the numbers have small leading digits.,"Applying exactly the same rule to 149 x 249 gives 20000 with an error of 46%, and 149 x 149 being estimated as 10000 gives an error of 122% of the estimate.",whole_number,computational estimation,Multiplication and rounding,student,adults,ESM_Edwards_1984_Computational,A. EDWARDS,1984,Educational Studies in Mathematics,deficit,primary,"62, 68",pdfs/ESM/ESM_Edwards_1984_Computational.pdf
39070,"Students view borrowing in subtraction merely as a pictorial or verbal procedure of crossing out a digit and adding a '1' to the next, without understanding the concept of exchanging hierarchical groupings.","When asked what the 'one' means when borrowing in 234 - 178, students give no meaning to the idea, seeing it only as '1', 'one bar', or 'one ten'.",whole_number,subtraction algorithm,Borrowing and regrouping,student,"ages 6 to 10 (1st, 3rd, and 4th year)",ESM_Bednarz_1982_Understanding,NADINE BEDNARZ AND BERNADETTE JANVIER,1982,Educational Studies in Mathematics,deficit,primary,"50, 54",pdfs/ESM/ESM_Bednarz_1982_Understanding.pdf
39110,"Students find the borrowing procedure in subtraction counter-intuitive, sometimes reversing the operation when subtracting a larger digit from a smaller one.","When solving 1702 - 1368, children sometimes reverse the operation in the units column (8-2) and write 6 because subtracting 8 from 2 intuitively does not work.",whole_number,subtraction algorithm,Borrowing across zero,mixed,grades 5 to 11 and college students,ESM_Fischbein_1999_Intuitions,EFRAIM FISCHBEIN,1999,Educational Studies in Mathematics,deficit,secondary,28,pdfs/ESM/ESM_Fischbein_1999_Intuitions.pdf
39126,"Students make basic calculation errors on 'numerical facts' involving single digits, even when they correctly apply the overall borrowing algorithm.",7 - 5 = 3,whole_number,written subtraction,Basic numerical facts,student,9-12 years old,ESM_Fiori_2005_Experimental,CARLA FIORI AND LUCIANA ZUCCHERI,2005,Educational Studies in Mathematics,deficit,secondary,328,pdfs/ESM/ESM_Fiori_2005_Experimental.pdf
39149,"When representing mental calculations, students commonly partition numbers by ones rather than by tens, failing to utilize base-ten place value effectively.",,whole_number,mental calculation,Partitioning,student,8-to12-year-olds,ESM_Hennessy_1989_Intelligent,"SARA HENNESSY, TIM O'SHEA, RICK EVERTSZ AND ANN FLOYD",1989,Educational Studies in Mathematics,deficit,passing,285,pdfs/ESM/ESM_Hennessy_1989_Intelligent.pdf
39213,"Students believe that the parity of a number is inherently determined by its last digit, blindly applying this rule even when the number is represented in a non-decimal base.","Claiming that 34_five is even because it ends in a 4, or 121_three is odd because it ends in a 1, without converting the numbers to base ten first.",whole_number,base-10 and other base systems,parity,PST,preservice elementary,ESM_Zazkis_1998_Odds,RINA ZAZKIS,1998,Educational Studies in Mathematics,deficit,primary,82,pdfs/ESM/ESM_Zazkis_1998_Odds.pdf
39236,"Students project the meaning of the horizontal line used in vertical addition onto the equal symbol, using it as a separator in a continuous sequence of operations rather than an indicator of equivalence.","A student conceptualizes the sequence of operations for 246 + 14 = 260 + 246 as a continuous addition 246 + 14 = 260 + 246 = 506, adding all numbers together.",whole_number,equations,notation,student,third-grade,ESM_Saenzludlow_1998_Third,ADALIRA SÁENZ-LUDLOW and CATHERINE WALGAMUTH,1998,Educational Studies in Mathematics,productive,primary,"166, 176, 177, 178",pdfs/ESM/ESM_Saenzludlow_1998_Third.pdf
39317,"Students believe there is a 'biggest number' because they use the word 'number' in an unobjectified way, treating number-words as a finite set of discrete things rather than an infinite sequence.",Noa claims 'two millions' is the biggest number and doesn't initially see 'million and one' as a contradictory larger number because she views it merely as a concatenation of words.,whole_number,infinity,number sequence,student,"first grade, grade 7",ESM_Sfard_2001_There,ANNA SFARD,2001,Educational Studies in Mathematics,sociocultural,primary,"19, 46, 47",pdfs/ESM/ESM_Sfard_2001_There.pdf
39365,"Students struggle to comprehend multiplication by one and zero because it presents a conceptual discontinuity between the singular and the plural, making standard concretizations seem trivial or nonsensical.","A child may wonder why the absence of anything should be interpreted as something like 'no boxes, with 3 cakes in each'.",whole_number,multiplication,multiplication by zero and one,other,elementary,ESM_Semadeni_1984_Principle,ZBIGNIEW SEMADENI,1984,Educational Studies in Mathematics,uncoded,primary,"382, 383, 384",pdfs/ESM/ESM_Semadeni_1984_Principle.pdf
39409,"When comparing two sets of objects, children sometimes base their judgment on a global visual estimation of the lengths of the rows rather than numerical counting, erroneously assuming a longer row contains more items.","A child initially thinks there are more green sticks because they are arranged in a longer straight line, even though there are 7 green sticks compared to 8 red sticks in a shorter zigzag pattern.",whole_number,comparing quantities,conservation of number,student,six-years-old / preschool class zero,ESM_Urbanska_1993_Numerical,ALEKSANDRA URBAŃSKA,1993,Educational Studies in Mathematics,deficit,secondary,"272, 273",pdfs/ESM/ESM_Urbanska_1993_Numerical.pdf
39467,"When solving partitive division problems, students relying on advanced formal algorithms or known products often experience a clash between computation and situation, blindly manipulating numbers and rejecting correct facts because they cannot relate the multiplicative structure to the sharing context.","A sixth grader attempting to share 28 marbles among 4 boys tried the division algorithm, rejected the answer 0.14, tried a multiplication algorithm resulting in 112, and ultimately rejected the known fact '7x4=28' because she could not understand how it applied to the situation.",whole_number,division,partitive division and algorithms,student,grade 2-6,ESM_Neuman_1999_Early,DAGMAR NEUMAN,1999,Educational Studies in Mathematics,deficit,primary,"117, 118",pdfs/ESM/ESM_Neuman_1999_Early.pdf
39497,Children assign a global meaning to a bi-digit numeral but believe its individual digits are indivisible and cannot be meaningfully mapped to subsets of the represented quantity.,"A child refused the suggestion that the '1' in the units place of 11 might represent one chip and the '1' in the tens place might represent ten chips, stating 'both ones are for all.'",whole_number,place value,part-whole relationships,student,6 year-olds,ESM_Sinclair_1993_Understanding,ANNE SINCLAIR AND NORA SCHEUER,1993,Educational Studies in Mathematics,deficit,secondary,"213, 214, 215",pdfs/ESM/ESM_Sinclair_1993_Understanding.pdf
39531,"Students trained exclusively in standard algorithms lack number sense and estimation skills (innumeracy), accepting absurd numerical statements or generating unreasonable estimates because they treat numbers as abstract cyphers rather than meaningful quantities.","When told a 4-story building is 800 meters tall, or asked to evaluate a newspaper clipping stating the US is 1000 times larger than the Netherlands, students accept the figures without noticing the lack of realism.",whole_number,estimation,number sense,mixed,primary school (3rd to 6th grades) and first year's students of teacher training colleges,ESM_Treffers_1991_Meeting,ADRIAN TREFFERS,1991,Educational Studies in Mathematics,deficit,primary,"333, 335, 337, 343, 347",pdfs/ESM/ESM_Treffers_1991_Meeting.pdf
39544,"Directly translating English addition problems into Mi'kmaq creates linguistic and mathematical confusion when the objects being added belong to different grammatical classes, such as animate and inanimate.",Adding apples (inanimate) and oranges (animate) causes confusion because the student does not know whether the resulting total should be represented by an animate or inanimate counting word.,whole_number,addition,Word problems,mixed,elementary,MERJ_Borden_2013_What's,Lisa Lunney Borden,2013,Mathematics Education Research Journal,sociocultural,secondary,16,pdfs/MERJ/MERJ_Borden_2013_What's.pdf
39565,English-speaking children struggle to conceptualize '10' as an abstract composite unit and instead default to less efficient unit counting when adding two-digit numbers.,"When summing double-digit arrays of bundling sticks with parts hidden (e.g., 23 plus 12), English-speaking children always attempted the task by unit counting, whereas Vietnamese-speaking children summed 10s and 1s separately.",whole_number,place value,Two-digit addition,student,kindergarten,MERJ_Bell_1990_Language,Garry Bell,1990,Mathematics Education Research Journal,sociocultural,primary,"11, 12",pdfs/MERJ/MERJ_Bell_1990_Language.pdf
39580,"Low-attaining students persist in using inefficient counting-by-ones strategies for addition and subtraction, which acts as a mathematical dead end that causes errors and inhibits the development of relational number sense.","When solving 17 - 15, a student attempts to count backwards 15 times by ones, loses track, and fails to find the answer, explaining she 'can't go past zero'.",whole_number,addition and subtraction,Counting strategies,student,3rd- and 4th-graders,MERJ_EllemorCollins_2009_Structuring,David Ellemor-Collins & Robert (Bob) Wright,2009,Mathematics Education Research Journal,deficit,primary,"52, 60",pdfs/MERJ/MERJ_EllemorCollins_2009_Structuring.pdf
39679,"Students conceptualize infinity as a specific, albeit fluctuating or unknown number, in order to reconcile their intuitive numerical-answer belief with the formal statement that division by zero is undefined.","A student argues that 12 / 0 is undefined because it equals infinity, and since infinity's exact location on the number line is unknown, infinity itself is undefined.",whole_number,division by zero,Infinity,student,"Grade 9, 10, and 11",MERJ_Tsamir_2000_Concrete,Pessia Tsamir and Ruth Sheffer,2000,Mathematics Education Research Journal,deficit,primary,"99, 100",pdfs/MERJ/MERJ_Tsamir_2000_Concrete.pdf
