id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
37636,Students treat the decimal point merely as a separator between two independent whole numbers when adding or subtracting decimals.,"A student calculated 7.31 - 6.4 as 1.27, or attempted to calculate it as 'four minus one... three minus six', struggling because the digits didn't form matching whole-number pairs on both sides of the decimal.",decimal,addition and subtraction,alignment,student,fourth-grade,JRME_Thompson_1992_Notations,Patrick W. Thompson,1992,Journal for Research in Mathematics Education,uncoded,primary,"135, 139",pdfs/JRME/JRME_Thompson_1992_Notations.pdf
37638,"Students perform operations on decimal numerals by ignoring the decimal point, executing whole-number algorithms, and arbitrarily inserting the decimal point at the end of the calculation.","A student explained their addition method by saying, 'I just thought about it as doing it without the decimal and then I just added the decimal at the end.'",decimal,addition and subtraction,algorithms,student,fourth-grade,JRME_Thompson_1992_Notations,Patrick W. Thompson,1992,Journal for Research in Mathematics Education,uncoded,primary,"140, 141",pdfs/JRME/JRME_Thompson_1992_Notations.pdf
37699,Infinitesimal numbers and distances exist and can be represented using infinite decimal expansions with extra digits placed at the end.,The student wrote 0.000...1 (point zero repeating infinitely with a 1 after it) to represent an infinitely small number located between 0.999... and 1.,decimal,infinitesimal numbers,decimal notation,student,sophomore,JRME_Ely_2010_Nonstandard,Robert Ely,2010,Journal for Research in Mathematics Education,productive,primary,"129, 130, 131",pdfs/JRME/JRME_Ely_2010_Nonstandard.pdf
37717,"Students demonstrate errors in skill or algorithm mastery, such as choosing an incorrect arithmetic operation or using incorrect decimal alignment.",,decimal,arithmetic operations,algorithms,student,sixth-grade,JRME_Marshall_1983_Sex,Sandra P. Marshall,1983,Journal for Research in Mathematics Education,uncoded,primary,332,pdfs/JRME/JRME_Marshall_1983_Sex.pdf
37799,"Preservice teachers incorrectly believe that multiplication always results in a larger number and division always results in a smaller number, leading them to inappropriately select division for word problems involving decimal operators less than 1.","When given a multiplication problem with a decimal operator less than 1, interviewees claimed division was the appropriate operation because 'division always makes smaller and multiplication always makes larger.'",decimal,multiplication and division word problems,choice of operation,PST,early elementary education majors,JRME_Graeber_1989_Preservice,"Anna O. Graeber, Dina Tirosh and Roseanne Glover",1989,Journal for Research in Mathematics Education,uncoded,primary,98,pdfs/JRME/JRME_Graeber_1989_Preservice.pdf
37802,"Preservice teachers hold the faulty rule that the divisor must be a whole number, sometimes deliberately interchanging the divisor and dividend to avoid dividing by a decimal.","One interviewee initially wrote 5 / 3.25 but interchanged the divisor and dividend to 3.25 / 5 when confronted with the decimal divisor, attempting to avoid a decimal divisor.",decimal,division,decimal divisors,PST,early elementary education majors,JRME_Graeber_1989_Preservice,"Anna O. Graeber, Dina Tirosh and Roseanne Glover",1989,Journal for Research in Mathematics Education,uncoded,primary,"95, 100",pdfs/JRME/JRME_Graeber_1989_Preservice.pdf
37816,"Students perform ragged decimal addition by blindly applying syntactic rules or whole number arithmetic, ignoring the positional values of the digits.","A student wrote .8 as the answer to 5 + .3 and explained that 'five plus three is eight, and the point stays right in front of it.'",decimal,addition,ragged decimals,student,"Grades 4, 5, and 6",JRME_Wearne_1988_Cognitive,Diana Wearne and James Hiebert,1988,Journal for Research in Mathematics Education,uncoded,primary,"378, 380",pdfs/JRME/JRME_Wearne_1988_Cognitive.pdf
37874,"Pupils conceive of decimal numbers as integers with a decimal point or as pairs of integers separated by a decimal point, leading them to misapply integer properties such as asserting no number exists between consecutive decimals.","Answering that it is not possible to find a real number between 2.746 and 2.747, or incorrectly calculating (2.4)^2 = 4.16.",decimal,properties of decimals,density and operations,student,7th-grade,JRME_Balacheff_1990_Towards,Nicolas Balacheff,1990,Journal for Research in Mathematics Education,productive,secondary,"261, 262",pdfs/JRME/JRME_Balacheff_1990_Towards.pdf
37984,"When subtracting a decimal from a whole number, students subtract the whole numbers but append the decimal part unchanged, failing to recognize the need to borrow or convert units.","When calculating 20 minus 7.70, a student answers 13.30, having subtracted 7 from 20 but failing to convert a whole unit to hundredths to subtract the 70 agorot.",decimal,subtraction,Borrowing across the decimal point,student,fifth grade,ZDM_Broza_2015_Contingent,"Orit Broza, Yifat Ben-David Kolikant",2015,ZDM Mathematics Education,uncoded,primary,"1101, 1102",pdfs/ZDM/ZDM_Broza_2015_Contingent.pdf
38098,"Students mistakenly believe that multiplication always produces a result larger than its factors, even after learning about decimal numbers.","When determining the cost of a product weighing less than a kilogram, students initially struggled with the idea that the price could be lower than the per-kilogram price if derived through multiplication.",decimal,multiplication,Effect of multiplication on magnitude,student,fourth class of primary school,ZDM_Bonotto_2001_How,Cinzia Bonotto,2001,ZDM,uncoded,primary,81,pdfs/ZDM/ZDM_Bonotto_2001_How.pdf
38305,"Students inappropriately applied a whole number rule to decimals, assuming that the decimal with the most digits after the decimal point is the largest.",Students would judge .134 to be greater than .2 because it is longer.,decimal,ordering,magnitude comparison,student,fifth grade,JMB_Lachance_2002_Helping,"Andrea Lachance, Jere Confrey",2002,Journal of Mathematical Behavior,deficit,secondary,"517, 518",pdfs/JMB/JMB_Lachance_2002_Helping.pdf
38307,"Students struggled to conceptually interpret the decimal portion of a quotient in a real-world context, failing to connect the decimal multiplier to a fractional part of the unit.","When dividing 281,581 by 80 on a calculator, students got 3519.7625 but could not describe what the .7625 (or 7625/10,000) meant in terms of dominoes.",decimal,division,interpreting decimal quotients,student,fifth grade,JMB_Lachance_2002_Helping,"Andrea Lachance, Jere Confrey",2002,Journal of Mathematical Behavior,deficit,primary,"519, 520",pdfs/JMB/JMB_Lachance_2002_Helping.pdf
38398,"Students treat the digits after the decimal point as whole numbers but add a suffix to the place value names, interpreting tenths as representing tens, hundredths as hundreds, and thousandths as thousands.","A student responded that 'In 0.435: 4 represents 400, 3 represents 30 and 5 represents 5' based on the assumption that 4 is hundredths, 3 is tenths, and 5 is oneths.",decimal,decimal notation,naming place values,student,Grade 4,JMB_Lai_2017_Revisiting,"Mun Yee Lai, Jeffrey P. Wong",2017,Journal of Mathematical Behavior,deficit,primary,,pdfs/JMB/JMB_Lai_2017_Revisiting.pdf
38400,"Students mistakenly consider the number of decimal places or the digits after the decimal to be analogous to a denominator, concluding that fewer decimal places or a smaller apparent value results in a larger fraction and thus a larger decimal.",Ching Yee replied that 0.32 is larger than 0.384 because 1 part out of 32 is bigger than 1 part out of 384.,decimal,comparing decimals,fraction analogies,student,Grade 4,JMB_Lai_2017_Revisiting,"Mun Yee Lai, Jeffrey P. Wong",2017,Journal of Mathematical Behavior,deficit,primary,,pdfs/JMB/JMB_Lai_2017_Revisiting.pdf
38415,"Students construct a 'negative number ray' that incorrectly mirrors the positive number ray's left-to-right increasing magnitude, sometimes appending it to the left of the positive ray and positing a 'negative zero'.","Indri located -1.3 at the position of -0.7 and -0.35 at -1.65, explaining that a 'minus zero' exists to the left of zero, and negative numbers increase in magnitude to the right of it.",decimal,number line representation,negative decimals,PST,pre-service primary teachers,JMB_Widjaja_2011_Locating,"Wanty Widjaja, Kaye Stacey, Vicki Steinle",2011,Journal of Mathematical Behavior,deficit,primary,86-88,pdfs/JMB/JMB_Widjaja_2011_Locating.pdf
38441,"Students incorrectly apply the whole-number model of division (sharing into equal parts) to decimal division, believing the divisor must be smaller than the dividend, which creates an epistemological obstacle for operations like dividing by a decimal less than one.","Students interpret 37.5 / 6.3 by analogy with 37 / 6, but they struggle with operations like 19 / 0.8 or 0.30 / 0.80 because the divisor is greater than the dividend.",decimal,division,decimal division,student,fifth grade,JMB_Brousseau_2009_Rationals,"Guy Brousseau, Nadine Brousseau, Virginia Warfield",2009,Journal of Mathematical Behavior,deficit,primary,111-112,pdfs/JMB/JMB_Brousseau_2009_Rationals.pdf
38531,Students believe a repeating decimal like 0.333... cannot exactly equal a quotient of integers like 1/3 because they believe 0.999... is strictly less than 1 with an infinitesimal difference.,"If you add up point three repeating three times it will equal point nine repeating and point nine repeating isn't equal to one whole. You can get very, very, very close – just a small, tiny bit there in the difference, but it won't equal it.",decimal,repeating decimals,equality with integers and fractions,student,Grade 8,JMB_Yopp_2018_When,David A. Yopp,2018,Journal of Mathematical Behavior,deficit,primary,,pdfs/JMB/JMB_Yopp_2018_When.pdf
38564,"Students incorrectly judge that shorter decimals are larger, an error often stemming from the overgeneralization of fraction knowledge.","A student might deem 2.3 to be larger than 2.32 because the fractional part of the first is in 'tenths' while the second is in 'hundredths', and 'tenths are always larger than hundredths'.",decimal,comparison,decimal length,student,university students,JMB_Vamvakoussi_2012_Naturally,"Xenia Vamvakoussi, Wim Van Dooren, Lieven Verschaffel",2012,Journal of Mathematical Behavior,deficit,secondary,"346, 352",pdfs/JMB/JMB_Vamvakoussi_2012_Naturally.pdf
38597,"A rigid conceptualisation of multiplication strictly as 'equal groups' or 'repeated addition' constrains students from making sense of decimal multipliers, leading them to falsely conclude that decimal arithmetic operates under a completely different mathematical system.","Emil struggled to apply halving-and-doubling calculation strategies or tell a story for 0.2 · 0.9 because his equal groups model failed, concluding that 'one cannot have zero point nine candy... in zero point two jars' and that 'when one has decimal numbers one cannot do the same as with whole numbers.'",decimal,decimal multiplication,models for multiplication,student,school years 5-7,JMB_Larsson_2017_Students,"Kerstin Larsson, Kerstin Pettersson, Paul Andrews",2017,Journal of Mathematical Behavior,deficit,primary,,pdfs/JMB/JMB_Larsson_2017_Students.pdf
38642,"Teachers incorrectly believe that 0.999... is strictly less than 1, often because they intertwine their number sense with physical measurement systems or believe an infinitesimal amount is missing.",I don't ever think of point nine nine repeating as one. I always think of it as less than one. I think it's the ultimate number to show kids that even this isn't one whole. There's a teeny bit missing.,decimal,repeating decimals,0.999... = 1,in_service,fifth grade,JMB_Yopp_2011_Why,"David A. Yopp, Elizabeth A. Burroughs, Brian J. Lindaman",2011,Journal of Mathematical Behavior,deficit,primary,"307, 308, 309, 317",pdfs/JMB/JMB_Yopp_2011_Why.pdf
38651,"The student believed that the 'whole' used to determine the decimal representation of a fraction depends on the fraction's denominator, rather than always being based on 10.","Dan conjectured that 3/4 is 0.7 by reasoning that four quarters is eight, so three quarters is one missing from eight, which is seven.",decimal,converting fractions to decimals,part-whole relationships,student,"grades 8, 9, and 10-12",JMB_Karsenty_2007_Exploring,"Ronnie Karsenty, Abraham Arcavi, Nurit Hadas",2007,Journal of Mathematical Behavior,productive,primary,171-173,pdfs/JMB/JMB_Karsenty_2007_Exploring.pdf
38727,"Students fail to choose the correct arithmetic operation when a problem involves decimal numbers less than 1, erroneously relying on the assumption that division always yields a smaller number.",Choosing division instead of multiplication to find the price of 0.923 kg of cheese at 27.50 kr/kg because 'the piece of cheese must cost less... so I must divide to get a smaller number'.,decimal,arithmetic operations with decimals,Choosing operations,student,grade 6 (aged 12-13),ESM_Ekenstam_1983_Some,Adolf Af Ekenstam and Karl Greger,1983,Educational Studies in Mathematics,deficit,primary,"374, 376, 377",pdfs/ESM/ESM_Ekenstam_1983_Some.pdf
38730,"Students struggle to invent real-world contexts for arithmetic statements involving decimals, often misapplying continuous decimal values to discrete, countable entities.","When asked to write a word problem for 3.7 + 2.8 = 6.5 without using money, a student suggested 'Patrik has 3.7 cows and 2.8 pigs'.",decimal,formulating word problems,Real-world contexts for decimals,student,grade 6 (aged 12-13),ESM_Ekenstam_1983_Some,Adolf Af Ekenstam and Karl Greger,1983,Educational Studies in Mathematics,deficit,primary,"381, 382",pdfs/ESM/ESM_Ekenstam_1983_Some.pdf
38745,Students who have already routinized flawed symbol manipulation procedures are resistant to remediation and often ignore quantitative values even after instruction using concrete referents.,"After a unit on decimal meanings, sixth graders with routinized procedures fell back to their flawed symbol manipulation approach, unlike fourth graders who had not yet learned the rules.",decimal,decimal fractions,Routinized procedures,other,grades 1-8,ESM_Hiebert_1988_Theory,JAMES HIEBERT,1988,Educational Studies in Mathematics,deficit,secondary,"348, 349",pdfs/ESM/ESM_Hiebert_1988_Theory.pdf
38791,Students successfully perform the first arithmetic step of a two-step problem but are unable to proceed because keeping the intermediate result in mind and applying it to the next step is beyond their cognitive ability.,"In a problem about meatballs, a student correctly calculates there are 5 meatballs but then doesn't know what to do next to find the cost of one, eventually guessing they should multiply.",decimal,multi-step word problems,Working memory and process selection,student,grade 6 (aged 12-13),ESM_Ekenstam_1983_Some_a,Adolf af Ekenstam and Karl Greger,1983,Educational Studies in Mathematics,deficit,primary,"378, 379",pdfs/ESM/ESM_Ekenstam_1983_Some_a.pdf
38826,"Students falsely believe the infinite decimal .999... is strictly less than 1, perceiving it merely as an unending process of getting closer to 1 without ever reaching it.","A student accepted that .333... = 1/3 because dividing 3 into 1 yields .333..., but adamantly rejected .999... = 1, stating 'If you divide 1 into 1, you don't get .999...!'",decimal,infinite decimals,.999... = 1,student,undergraduate,ESM_Dubinsky_2005_Some,"ED DUBINSKY, KIRK WELLER, MICHAEL A. McDONALD and ANNE BROWN",2005,Educational Studies in Mathematics,deficit,primary,"261, 262",pdfs/ESM/ESM_Dubinsky_2005_Some.pdf
38919,A teacher incorrectly evaluates a student's mathematically valid division algorithm as wrong simply because it reflects a culturally different method from the student's home country rather than the host country's standard.,"David solves division problems with decimals using the Ecuadorian method of balancing zeros to remove decimals, which his Spanish teacher marks wrong, stating 'In Ecuador you do it wrong'.",decimal,long division,Standard algorithms,mixed,elementary and secondary,ESM_Gorgorio_2009_Social,Nuria Gorgorio & Guida de Abreu,2009,Educational Studies in Mathematics,sociocultural,primary,"70, 71",pdfs/ESM/ESM_Gorgorio_2009_Social.pdf
38927,"Students hold the misconception that multiplication always results in a larger number and division always results in a smaller number, causing them to choose the wrong operation when working with decimal operands less than one.","When asked the cost of filling a 0.22 gallon can at £1.20 a gallon, pupils chose division (1.20/0.22) because the cost 'needed to be smaller than the cost of a gallon led them to think that division was necessary.'",decimal,choice of operation,Multiplication and division by numbers less than one,student,"aged 12-16, fourth year secondary class of 15 year old pupils",ESM_Bell_1981_Choice,"ALAN BELL, MALCOLM SWAN AND GLENDA TAYLOR",1981,Educational Studies in Mathematics,deficit,primary,405,pdfs/ESM/ESM_Bell_1981_Choice.pdf
38930,"When using the strategy of substituting simpler numbers to understand a problem's structure, students incorrectly believe that changing the numbers might change the mathematical operation required.",Pupils solved a problem when simpler numbers were inserted but assumed that substituting different numbers could change the operation to be performed.,decimal,choice of operation,Problem structure invariance,student,"aged 12-16, fourth year secondary class of 15 year old pupils",ESM_Bell_1981_Choice,"ALAN BELL, MALCOLM SWAN AND GLENDA TAYLOR",1981,Educational Studies in Mathematics,deficit,secondary,"407, 415",pdfs/ESM/ESM_Bell_1981_Choice.pdf
38959,"Students overgeneralize a previous solution involving repeating decimals, incorrectly assuming that any difficult division problem will result in an infinite decimal.","When solving 147097 / 7, a student proposes, 'You have to put a decimal point and then nines to infinity, as LI did for a hundred divided by three.'",decimal,division,Infinite repeating decimals,student,fifth graders,ESM_Fluckiger_2005_Macro-situation,ANNICK FLUCKIGER,2005,Educational Studies in Mathematics,deficit,secondary,"76, 77",pdfs/ESM/ESM_Fluckiger_2005_Macro-situation.pdf
39000,Students struggle to recognize the relationship between certain decimals and their fraction equivalents when exploring reciprocals on a calculator.,"When putting large numbers into a 'divide-equals' function and getting answers like 0.01, children fail to recognize the output as a fraction (one-hundredth) until prompted.",decimal,decimals and fractions,Reciprocals,student,10-year-old children,ESM_Fielker_1987_Calculator,DAVID S. FIELKER,1987,Educational Studies in Mathematics,deficit,secondary,"426, 427",pdfs/ESM/ESM_Fielker_1987_Calculator.pdf
39049,"Students assume the operator in a multiplication problem must be a whole number and that multiplication always makes the result bigger, constrained by the tacit repeated addition model.",Students struggle to choose the correct operation for '1 kilo of detergent makes 15 kilos of soap. How much soap can be made from 0.75 kilos of detergent?' because 0.75 acts as the operator.,decimal,multiplication,Decimal multipliers,mixed,"Grade 8, Grade 10, college students (preservice teachers)",ESM_Fischbein_1999_Mathematical,EFRAIM FISCHBEIN and MADLEN BALTSAN,1999,Educational Studies in Mathematics,deficit,secondary,18,pdfs/ESM/ESM_Fischbein_1999_Mathematical.pdf
39077,"Students falsely generalize that multiplication always results in a larger number and division always results in a smaller number, leading to incorrect operation choices when problems involve decimals less than one.","In the 'Mini' problem (converting 5.5 gallons to litres where 1 litre is 0.22 gallons), a lot of pupils incorrectly chose multiplication because they knew the answer should be a larger number.",decimal,choice of operation,Decimals less than one,student,12- and 13-year-olds,ESM_Bell_1984_Choice,"ALAN BELL, EFRAIM FISCHBEIN, AND BRIAN GREER",1984,Educational Studies in Mathematics,deficit,primary,"129, 134, 144, 145",pdfs/ESM/ESM_Bell_1984_Choice.pdf
39080,"Students lack an understanding of the invariance of operational structure across changes in number size, believing that substituting decimals into a familiar context changes the mathematical operation required.","Students did not perceive any conflict in using multiplication to work out the cost for 2 gallons of petrol, but switching to division to work out the cost for 0.53 gallons.",decimal,choice of operation,Invariance of operation,student,12- and 13-year-olds,ESM_Bell_1984_Choice,"ALAN BELL, EFRAIM FISCHBEIN, AND BRIAN GREER",1984,Educational Studies in Mathematics,deficit,primary,"142, 146",pdfs/ESM/ESM_Bell_1984_Choice.pdf
39128,"When determining the placement of a decimal point in a multiplication product derived from a known fact, the student inappropriately matches the number of whole-number digits (digits to the left of the decimal) from the given factor to the answer, rather than counting the total number of decimal places.","Given 741 x 12 = 8892, to find 74.1 x 12, the student writes 88.92 because 'in seventy-four point one there was two numbers before the decimal point so I made the two numbers before the decimal point in my answer'.",decimal,decimal multiplication,Decimal point placement,student,"grade 6, year 7, and year 8",ESM_Clarke_1985_Impact,DAVID CLARKE,1985,Educational Studies in Mathematics,deficit,primary,"240, 241",pdfs/ESM/ESM_Clarke_1985_Impact.pdf
39164,Students mistakenly believe that multiplication must always result in a product larger than either of its factors.,"When shown the correct equation 15 x .6 = 9, many students find it strange or wrong, stating 'the answer should be bigger than 9' or 'the answer should be higher.'",decimal,multiplication,Products with decimals less than one,student,fourth and fifth graders,ESM_Graeber_1990_Insights,ANNA O. GRAEBER AND DINA TIROSH,1990,Educational Studies in Mathematics,deficit,primary,573,pdfs/ESM/ESM_Graeber_1990_Insights.pdf
39191,"Students treat decimals using quasi-material representations rather than fully utilizing the rules of the decimal notation system, causing difficulty in basic operations with powers of ten.",Only one in three beginning secondary students grasps the decimal system well enough to solve simple operations like 38.45 x 10 or 45 : 0.1.,decimal,decimal operations,Multiplication and division by powers of 10,student,primary and secondary level,ESM_Duval_2006_Cognitive,RAYMOND DUVAL,2006,Educational Studies in Mathematics,deficit,passing,106,pdfs/ESM/ESM_Duval_2006_Cognitive.pdf
39271,Students count only numbers with same decimal precision as endpoints.,Only a few numbers between 0.9 and 1.5 counted.,decimal,density of rational numbers,bounded intervals,PST,university,ESM_Kolar_2012_Analysis,"Vida Manfreda Kolar, Tatjana Hodnik Cadez",2012,Educational Studies in Mathematics,deficit,secondary,407,pdfs/ESM/ESM_Kolar_2012_Analysis.pdf
39323,"Constrained by the implicit model that division must make the answer smaller, students misinterpret a quotient that is larger than the dividend as representing a smaller unit of measure rather than the standard unit.","Arguing that the result of 116 ÷ 0.8 (which is 145) cannot be the price of 1 liter because it is larger than 116, and therefore claiming 145 must be the price of 0.1 liters.",decimal,division,interpreting quotients,student,5th grade,ESM_Okazaki_2005_Characteristics,MASAKAZU OKAZAKI and MASATAKA KOYAMA,2005,Educational Studies in Mathematics,deficit,primary,"235, 236, 242",pdfs/ESM/ESM_Okazaki_2005_Characteristics.pdf
39340,Students focus procedurally on the placement of the decimal point rather than the conceptual magnitude of the decimal number when making estimates.,"For estimating 486 x 0.24, instead of thinking of 0.24 as about 1/4, a student focuses on the procedural rule, stating 'I have to remember to separate two numbers to place the decimal point.'",decimal,estimation,decimal multiplication,student,5th and 8th grade,ESM_Reys_1991_Estimation,"BARBARA J. REYS, ROBERT E. REYS, AND ALFINIO FLORES PEÑAFIEL",1991,Educational Studies in Mathematics,deficit,secondary,369,pdfs/ESM/ESM_Reys_1991_Estimation.pdf
39398,"Students view recurring decimals as unending, dynamic processes rather than specific numerical objects, preventing them from treating these decimals as definite numbers.",Stating that '0.3 recurring isn't a specific number. It could be any number' or 'You won't know where to stop putting your ones'.,decimal,recurring decimals,infinity as a process,student,pre-university,ESM_Monaghan_2001_Young,JOHN MONAGHAN,2001,Educational Studies in Mathematics,deficit,primary,"248, 249",pdfs/ESM/ESM_Monaghan_2001_Young.pdf
39407,"Preservice teachers explicitly and implicitly hold the belief that multiplication always results in a product larger than either factor, rooted in the primitive repeated addition model.","When asked to evaluate the statement 'The product of .45 x 90 is less than 90', some respondents answered 'False' because 'multiplication always makes bigger' or 'multiplication is an increasing function, it is like addition many times over.'",decimal,multiplication,decimals less than one,PST,college,ESM_Tirosh_1989_Preservice,DINA TIROSH AND ANNA O. GRAEBER,1989,Educational Studies in Mathematics,deficit,primary,"79, 82, 83",pdfs/ESM/ESM_Tirosh_1989_Preservice.pdf
39438,"Students compare decimal values as if they are whole numbers, assuming that a decimal with more digits or a larger integer value is greater.",A student argues that the value .231 is larger than .31 because they are comparing the decimal values as if they are whole numbers.,decimal,decimal magnitude,comparison,student,fifth grade,ESM_Moskal_2000_Making,BARBARA M. MOSKAL and MARIA E. MAGONE,2000,Educational Studies in Mathematics,deficit,secondary,316,pdfs/ESM/ESM_Moskal_2000_Making.pdf
39440,Students incorrectly label decimal place values by reflecting the whole number column names across the decimal point instead of the ones position.,"Labeling the digits in .023 such that 3 is in the oneths, 2 is in the tenths and 0 is in the hundredths.",decimal,place value,labels,student,fifth grade,ESM_Moskal_2000_Making,BARBARA M. MOSKAL and MARIA E. MAGONE,2000,Educational Studies in Mathematics,deficit,secondary,317,pdfs/ESM/ESM_Moskal_2000_Making.pdf
39442,"Students treat a decimal value as if it were a fraction by replacing the decimal point with a fraction bar, sometimes inserting a 1 as a placeholder if there is no whole number.","Anthony asserts that '.8 is 1/8 of a whole', incorrectly converting the decimal by changing the decimal point to a fraction bar.",decimal,fraction-decimal equivalence,conversion,student,fifth grade,ESM_Moskal_2000_Making,BARBARA M. MOSKAL and MARIA E. MAGONE,2000,Educational Studies in Mathematics,deficit,primary,"317, 318, 324, 325",pdfs/ESM/ESM_Moskal_2000_Making.pdf
39460,"Students inappropriately apply whole-number logic to decimal comparisons, concluding that a decimal with more digits to the right of the decimal point is larger.",Claiming that 4.63 is bigger than 4.8 'because 63 is bigger than 8'.,decimal,decimal comparison,number length,student,"grades 6, 7, 8 and 9",ESM_Nesher_1986_Shifts,PEARLA NESHER AND IRIT PELED,1986,Educational Studies in Mathematics,deficit,primary,"69, 70, 73, 74",pdfs/ESM/ESM_Nesher_1986_Shifts.pdf
