id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
38052,Students lack the specific vocabulary and conceptual understanding to distinguish between the lateral surface area (nappe) and the total surface area of a 3D figure.,"When tasked with finding the radius that minimizes sheet steel for a tin, students were uncertain whether to examine the nappe or the surface, with one guessing, 'Now, how much sheet steel is needed? That's the nappe.'",measurement,surface area of a cylinder,Lateral vs total area,student,9th classes of secondary level,ZDM_Kittel_2005_Computer,"Andreas Kittel, Astrid Beckmann, Volker Hole, Silke Ladel",2005,ZDM Mathematics Education,deficit,secondary,387,pdfs/ZDM/ZDM_Kittel_2005_Computer.pdf
38179,"Students overly focus on the visual diagram itself and fail to connect it back to the original problem, getting lost or confused by their own representation during the reasoning process.","A student drew a 30-foot rope and segmented it, but stopped drawing and gave an incorrect answer simply because there was no more physical space left on the drawn rope.",measurement,word problems,Diagram-based reasoning,student,fourth through seventh grade,ZDM_Garderen_2014_Challenges,"Delinda van Garderen, Amy Scheuermann, Apryl Poch",2014,ZDM Mathematics Education,deficit,primary,"144, 145",pdfs/ZDM/ZDM_Garderen_2014_Challenges.pdf
38269,"When measuring a quantity with a unit that does not fit an exact whole number of times, students may not spontaneously think to partition the measuring unit to quantify the remainder, instead viewing the unit as simply too long.","When a beam was 13 A-units and the B-unit was 4 A-units, Barry stated 'Four times nothing equals thirteen!' and 'His B unit's too long', treating the remainder as an unmeasurable leftover.",measurement,fractional measurement,partitioning a unit,student,fourth-grade,JMB_Simon_2018_Promoting,"Martin A. Simon, Nicora Placa, Arnon Avitzur, Melike Kara",2018,Journal of Mathematical Behavior,deficit,primary,,pdfs/JMB/JMB_Simon_2018_Promoting.pdf
38337,"Students who have not interiorized a three-level unit structure may be unable to mentally establish a multiplicative relationship between composite units of length and width to conceptualize area, instead relying on iterating a single unit of length.","Carlos could not a priori establish the Field Problem's area because he could only assimilate the situation using one unit of length and a composite unit of width, precluding him from mentally operating on the total area.",measurement,area,multiplicative relationships,student,eighth grade,JMB_Tillema_2012_Relating,Erik S. Tillema,,,productive,primary,124,pdfs/JMB/JMB_Tillema_2012_Relating.pdf
38493,"Students faced a practical perturbation when trying to measure a very small thickness directly, initially believing the object had no thickness because it was smaller than their measuring tool's smallest unit.",Students attempted to measure one sheet of paper with calipers and concluded 'a sheet has no thickness' or 'you can't measure one sheet!' before realizing they needed to measure a stack.,measurement,measuring small quantities,indirect measurement,student,4th grade,JMB_Brousseau_2004_Rationals,"Guy Brousseau, Nadine Brousseau, Virginia Warfield",2004,Journal of Mathematical Behavior,productive,secondary,8,pdfs/JMB/JMB_Brousseau_2004_Rationals.pdf
38583,"When comparing two different sized square units, preservice teachers may incorrectly use the ratio of the side lengths of the tiles to determine the ratio of their areas, assuming linear scaling rather than quadratic scaling.",Chloe incorrectly reasoned that an 8-inch square tile is 4 times as large as a 4-inch square tile because 8 is twice 4 (summing the two doubled dimensions instead of multiplying them) or that a 4-inch tile is 4 times as large as a 1-inch tile.,measurement,area measurement,comparing units,PST,K-8,JMB_Wickstrom_2017_Pre-service,"Megan H. Wickstrom, Elizabeth W. Fulton, Mary Alice Carlson",2017,Journal of Mathematical Behavior,deficit,secondary,128,pdfs/JMB/JMB_Wickstrom_2017_Pre-service.pdf
38634,"When estimating the area of a region using a linear map scale, students calculate the area of the region on the map in square units and then multiply it directly by the linear scale factor, failing to square the scale factor for the area conversion.",Students calculated the map area of Antarctica in cm2 and then scaled it directly using the inappropriate linear scaling factor F = 1000(km)/3(cm).,measurement,area,map scales,student,15-year-olds,JMB_Roth_2015_Assessment,"Wolff-Michael Roth, Kadriye Ercikan, Marielle Simon, Romeo Fola",2015,Journal of Mathematical Behavior,deficit,secondary,97,pdfs/JMB/JMB_Roth_2015_Assessment.pdf
38636,"Students incorrectly interpreted the numbers on a number line as discrete counts or objects rather than continuous measures or lengths, leading them to exclude zero when notating a partition.","Students indicated two parts on the number line but interpreted the numerals as '2 segments' or '3 segments' and excluded 0 in their notation, failing to conform to the continuous measurement constraints of the number line.",measurement,number line representation,discrete vs continuous,student,first grade,JMB_Superfine_2009_Translation,"Alison Castro Superfine, Reality S. Canty, Anne Marie Marshall",2009,Journal of Mathematical Behavior,deficit,primary,"229-230, 234",pdfs/JMB/JMB_Superfine_2009_Translation.pdf
38676,"When representing a rectangular tiling task, children lacking spatial structuring may draw approximately rectangular shapes with alignment in only one dimension, leaving gaps and overlaps.","When representing a rectangular tiling task, may initially draw approximately rectangular shapes, often leaving overlaps and gaps and often aligning only in one dimension.",measurement,area measurement,spatial structuring,student,Grades 1-3,JMB_Clements_2018_Evaluation,"Douglas H. Clements, Julie Sarama, Douglas W. Van Dine, Jeffrey E. Barrett, Craig J. Cullen, Aaron Hudyma, Ron Dolgin, Amanda L. Cullen, Cheryl L. Eames",2018,Journal of Mathematical Behavior,deficit,primary,,pdfs/JMB/JMB_Clements_2018_Evaluation.pdf
38689,"Preservice teachers mistakenly apply or validate the application of the base-10 standard subtraction algorithm to a time context (mixed-base), failing to recognize that 1 hour regroups to 60 minutes rather than 100 minutes.","When reviewing a child's calculation of 7:08 - 2:53 that yielded 4:55 (by regrouping 1 hour as 100 minutes), Jamie initially stated, 'It is right' and 'The math is right.'",measurement,time,subtraction of time,PST,Grades K-3,JMB_Thanheiser_2012_Understanding,Eva Thanheiser,2012,Journal of Mathematical Behavior,deficit,primary,231-232,pdfs/JMB/JMB_Thanheiser_2012_Understanding.pdf
38929,Students are reluctant to multiply two numbers together if they are associated with different units of measure.,Pupils were reluctant to multiply 1.07 by 0.86 because 'the first is measured in lbs and the latter in GBP'.,measurement,rates and multiplication,Dimensional units,student,"aged 12-16, fourth year secondary class of 15 year old pupils",ESM_Bell_1981_Choice,"ALAN BELL, MALCOLM SWAN AND GLENDA TAYLOR",1981,Educational Studies in Mathematics,deficit,secondary,406,pdfs/ESM/ESM_Bell_1981_Choice.pdf
38992,"Students erroneously write calculated area measurements using linear units rather than square units, failing to understand the conceptual link between multiplying linear dimensions and the resulting area units.","...several students wrote the calculated area measurement as 128 cm, a behaviour that was repeated in most of the other items in this task...",measurement,area measurement units,Linear vs. square units,PST,first-year teacher education students,ESM_Baturo_1996_Student,ANNETTE BATURO and ROD NASON,1996,Educational Studies in Mathematics,deficit,primary,"239, 249, 252",pdfs/ESM/ESM_Baturo_1996_Student.pdf
38994,"Students literally interpret the notation for square units, reading terms like '6 m^2' as '6 meters squared' instead of '6 square meters', which can lead to confusion about the shape's dimensions.",All of the other students read it literally as '6 meters squared'.,measurement,area notation,Reading square units,PST,first-year teacher education students,ESM_Baturo_1996_Student,ANNETTE BATURO and ROD NASON,1996,Educational Studies in Mathematics,deficit,secondary,"259, 267",pdfs/ESM/ESM_Baturo_1996_Student.pdf
39002,"Students amalgamate the concepts of area, perimeter, and shape, believing that area is intrinsically tied to the shape's form or that increasing a shape's perimeter necessarily increases its area.","When asked to modify a surface to decrease its area and increase its perimeter, some students drew a similar shape inside the original (decreasing both) and then attempted to 'add perimeter' by doubling the inner border.",measurement,area and perimeter,Dissociation of magnitudes,student,CM1 (9-10 ans) et un CM2 (10-11 ans),ESM_Douady_1989_Un,Regine Douady and Marie-Jeanne Perrin-Glorian,1989,Educational Studies in Mathematics,deficit,primary,"387, 394, 395, 405, 406, 407",pdfs/ESM/ESM_Douady_1989_Un.pdf
39004,"Students hold contradictory convictions regarding the conservation of area and lengths during the continuous deformation of a shape, such as tilting a parallelogram.","Students believe that 'straightening' a tilted parallelogram into a rectangle conserves its area but changes its heights, or that a parallelogram with 1 cm sides has an area of 1 cm² regardless of its tilt.",measurement,area conservation,Deformation of figures,student,CM1 (9-10 ans) et un CM2 (10-11 ans),ESM_Douady_1989_Un,Regine Douady and Marie-Jeanne Perrin-Glorian,1989,Educational Studies in Mathematics,uncoded,primary,"410, 412, 413, 414, 421",pdfs/ESM/ESM_Douady_1989_Un.pdf
39160,"Students conceptualize area strictly in terms of counting discrete units, a strategy that fails when figures lack a grid or are dimensioned with abstract algebraic letters.","Students successfully find the area of a shape with a grid by 'counting up' the imagined units, but fail when asked to find the area of a rectangle with side lengths 'n' and 'm'.",measurement,area,Counting units vs. multiplicative formulas,student,1st Yr (Age 12) to 4th Yr (Age 15),ESM_Booth_1981_Child-methods,LESLEY R. BOOTH,1981,Educational Studies in Mathematics,productive,secondary,"32, 33",pdfs/ESM/ESM_Booth_1981_Child-methods.pdf
39392,"Students struggled with interpreting pipe trades-specific semiotic tools, such as reference tables, standard symbols, and reading fractional marks on an imperial measuring tape.","Interpreting 8' 1/2"" as eight-and-a-half feet instead of 8 ft and 1/2 in., or writing the measurement value 1' 7 11/16"" as 1' 7"" 11/16.",measurement,imperial measurement and pipe notation,fractions of an inch,student,adult students,ESM_LaCroix_2014_Learning,Lionel LaCroix,2014,Educational Studies in Mathematics,sociocultural,primary,169,pdfs/ESM/ESM_LaCroix_2014_Learning.pdf
39482,"Students intuitively believe that a longer line segment contains proportionally more points than a shorter one, a view that contradicts Cantorian cardinal infinity but aligns productively with the concept of infinite measuring numbers.","When asked to imagine the number of points on a line segment and on another segment twice as long, an eight-year-old boy estimates 'fifty' for the first and 'a hundred' for the second.",measurement,infinity,points on a line,student,eight years,ESM_Tall_1980_Notion,DAVID TALL,1980,Educational Studies in Mathematics,productive,primary,"272, 273, 281, 282",pdfs/ESM/ESM_Tall_1980_Notion.pdf
39527,"Students conceive angle measures as intrinsic properties of familiar geometric objects or purely calculational formulas, struggling to attribute quantitative meaning to measures outside these familiar contexts.","Judy claimed she didn't know what an angle was outside of formulas, relying on the rule that it is supplementary to 179 degrees when asked to describe an angle measure of 1 degree.",measurement,angle measure,degrees,student,undergraduate,ESM_Moore_2013_Making,Kevin C. Moore,2013,Educational Studies in Mathematics,deficit,primary,"230, 231, 232, 233, 240",pdfs/ESM/ESM_Moore_2013_Making.pdf
39592,"A teacher lacks the pedagogical content knowledge to understand and calculate the area of an irregular shape, leading her to avoid addressing a student's incorrect floor plan.",I was unable to draw a figure on the board like that and think about what numbers should go where when you section it off to find the area. I knew that his numbers weren't right.,measurement,area,Irregular shapes,mixed,primary,MERJ_Cady_2006_Mathematical,"JoAnn Cady, Sherry L. Meier & Cheryl A. Lubinski",2006,Mathematics Education Research Journal,deficit,secondary,"12, 15",pdfs/MERJ/MERJ_Cady_2006_Mathematical.pdf
39597,"Students may invent non-standard units based on actions to measure area but fail to ensure the quantitative equality of those units, leading to inaccurate comparisons.","A student counted the number of imaginary 'bites' it took to eat different paper shapes and declared the one requiring the most bites as the largest, completely ignoring that his bites were not equal in size.",measurement,area,Unit iteration,student,second grade,MERJ_Watanabe_1995_Coordination,Tad Watanabe,1995,Mathematics Education Research Journal,deficit,primary,166,pdfs/MERJ/MERJ_Watanabe_1995_Coordination.pdf
39599,"Students attempting to iterate units to measure length may unintentionally introduce competing patterns when substituting larger units for smaller ones, causing them to lose track of the coordination.","A student covered one side of a square with four light green rods but used two dark green rods for the bottom side, causing him to see 'two' instead of 'four' and failing to coordinate the quantities.",measurement,length,Unit coordination,student,second grade,MERJ_Watanabe_1995_Coordination,Tad Watanabe,1995,Mathematics Education Research Journal,deficit,primary,"165, 172",pdfs/MERJ/MERJ_Watanabe_1995_Coordination.pdf
39610,Students experience confusion and paradoxical thinking when they inappropriately model finite temporal phenomena on an infinite spatial scale.,The tale of 'the Hare and the Tortoise' in which... the hare apparently never catches up to the tortoise.,measurement,infinity,Dynamic models and paradoxes,PST,primary,MERJ_DateHuxtable_2018_Conceptualisations,Elizabeth Date-Huxtable & Michael Cavanagh & Carmel Coady & Michael Easey,2018,Mathematics Education Research Journal,deficit,secondary,547,pdfs/MERJ/MERJ_DateHuxtable_2018_Conceptualisations.pdf
39655,"Students struggle to cover a two-dimensional region completely with equal-sized units, often leaving gaps and overlaps or using unequally sized units.",Students are either unable to draw a complete covering or they cover the region with inconsistently shaped or sized units.,measurement,area,Covering a region,other,Grades 1 to 6,MERJ_Hong_2018_Do,Dae S. Hong & Kyong Mi Choi & Cristina Runnalls & Jihyun Hwang,2018,Mathematics Education Research Journal,deficit,primary,"326, 340, 348",pdfs/MERJ/MERJ_Hong_2018_Do.pdf
39662,"Preservice teachers mistakenly apply linear conversion factors to cubic measurements, failing to recognize the multidimensional scaling required for volume conversions.","A student multiplied the dimensions in centimetres to find the volume, but then divided by 100 to convert back to metres because she remembered there are 100 cm in a metre, falsely concluding that there are 100 cm^3 in a cubic metre.",measurement,volume conversions,Linear versus cubic units,PST,primary,MERJ_Zevenbergen_2005_Primary,Robyn Zevenbergen,2005,Mathematics Education Research Journal,deficit,primary,"16, 17, 19",pdfs/MERJ/MERJ_Zevenbergen_2005_Primary.pdf
39664,"Preservice teachers erroneously apply irrelevant unit conversions, such as converting solid volume into liquid or mass measures, based on superficial associations with the material.","Converting cubic centimetres into millilitres or litres because concrete is poured as a liquid, or calculating grams and dividing by 1000 to get kilograms to answer the volume question.",measurement,units of measure,Appropriateness of units,PST,primary,MERJ_Zevenbergen_2005_Primary,Robyn Zevenbergen,2005,Mathematics Education Research Journal,deficit,secondary,"14, 15",pdfs/MERJ/MERJ_Zevenbergen_2005_Primary.pdf
39803,Students frequently fail to correctly convert raw experimental measurements into coherent SI units before performing complex calculations.,"Using grams and cubic centimeters instead of kilograms and cubic metres for density, or failing to calculate concentration in moles per cubic metre.",measurement,unit conversions,SI units,student,undergraduate,IJMEST_Ames_1978_Interactive,D. M. Ames & D. A. Leathard,1978,International Journal of Mathematical Education in Science and Technology,deficit,primary,"458, 461, 463",pdfs/IJMEST/IJMEST_Ames_1978_Interactive.pdf
39983,"Students struggle to interpret and locate a decimal measurement on a physical ruler, viewing the decimal string as an arbitrary identifier rather than a quantitative length.","Trying to locate 12.88 cm on a ruler, guessing it might mean '12 and 8' or '13', and stating 'It has gone off 12 88! We have to measure again!'",measurement,linear measurement,decimal approximations on a ruler,mixed,grades 3-7,IJMEST_Bungum_2014_Mathematical,"Berit Bungum, Saeed Manshadi & Dag Atle Lysne",2014,International Journal of Mathematical Education in Science and Technology,sociocultural,primary,"1139, 1140, 1141",pdfs/IJMEST/IJMEST_Bungum_2014_Mathematical.pdf
40042,"Pre-service teachers erroneously apply a linear, one-dimensional model to a two-dimensional area problem, calculating the number of items that can be cut from a larger area by dividing corresponding lengths and widths, but failing to multiply the resulting quotients.","These students started by calculating [L/l] and [W/w], but instead of multiplying the numbers, each of which was 10, they concluded that it was possible to get 10 cards.",measurement,area,mathematical modeling / dimensional analysis,PST,secondary,JMTE_Peled_2007_Role,Irit Peled,2007,J Math Teacher Educ,deficit,primary,"373, 374, 377",pdfs/JMTE/JMTE_Peled_2007_Role.pdf
40098,"When tasked with determining which dimension of a rectangular solid to change to affect its volume the most or least, some participants fail to consider the actual *change* in volume, instead simply reducing the smallest dimension to get the smallest possible total volume.",one participant's solution entailed reducing the width by one unit to 'get the least amount of its volume' without considering the resulting change from the original volume.,measurement,volume,rate of change / dimensional change,PST,elementary,JMTE_Osana_2006_Role,"Helena P. Osana, Guy L. Lacroix, Bradley J. Tucker, Chantal Desrosiers",2006,Journal of Mathematics Teacher Education,deficit,passing,365,pdfs/JMTE/JMTE_Osana_2006_Role.pdf
40173,"A student moves beyond simple counting to recognize the relationship between the dimensions of an array and its total area, spontaneously abstracting a multiplicative formula from a physical counting activity.","When finding the area by counting 12 square units, a student states: 'Well you could do something similar like 4 x 3 and then that would give you 12.'",measurement,area,arrays and multiplication,PST,elementary,JMTE_Santagata_2014_Learning,"Rossella Santagata, Cathery Yeh",2014,Journal of Mathematics Teacher Education,productive,passing,"504, 505",pdfs/JMTE/JMTE_Santagata_2014_Learning.pdf
40224,"The teacher conflates a quantitative meaning of angle measure (as the length of a subtended arc measured in proportional units) with a non-quantitative, arithmetic meaning (as a unit-less fractional part or proportion of a circle's circumference).","David explained that measuring an angle involves calculating a ratio of arc length to circumference and claimed the result is unit-less because 'inches cancel inches', treating angle measure as a mere fraction of the circle rather than a quantified attribute.",measurement,angle measure,meaning of radians and degrees,in_service,secondary,JMTE_Tallman_2018_Angle,"Michael A. Tallman, Kristin M. Frank",2018,J Math Teacher Educ,deficit,primary,,pdfs/JMTE/JMTE_Tallman_2018_Angle.pdf
40253,"Students struggle with unit iteration when measuring an object longer than their measuring tool, specifically not knowing where to start the next measurement or how to keep track of the number of iterations.",Students began disagreeing about how to start a new measurement space or how to keep track of the number of times they used their measuring tool. Some students decided to draw a pencil line or put down a finger to keep their place.,measurement,linear measurement,unit iteration,mixed,elementary,JMTE_Steele_2001_Interfacing,DIANA F. STEELE,2001,Journal of Mathematics Teacher Education,deficit,secondary,146,pdfs/JMTE/JMTE_Steele_2001_Interfacing.pdf
40281,"Teachers and students hold incoherent meanings for trigonometric functions, viewing angle measure purely as an 'amount of turn' and sine/cosine strictly as a ratio of triangle sides (SOH-CAH-TOA). This causes a conceptual clash when trigonometric functions are composed, as a ratio of lengths cannot logically be used as an amount of rotation.","If by 'degree' one means 1/360 of a complete rotation, and by 'sin' we mean 'opposite over hypotenuse'... this presents a clash of conceptual categories when thinking about sin(35°) as an argument to cosine: How can a ratio of two lengths be an amount of rotation?",measurement,trigonometric functions,angle measure and sine/cosine,in_service,secondary,JMTE_Thompson_2007_Design,"Patrick W. Thompson, Marilyn P. Carlson, Jason Silverman",2007,J Math Teacher Educ,deficit,primary,"417, 418, 419",pdfs/JMTE/JMTE_Thompson_2007_Design.pdf
40355,"Students cannot make connections to real-world situations, severely overestimating or underestimating the measurements of everyday objects or spaces.","A 101-story building is very tall, so 4000 m will most likely be close to the height of the building.",measurement,measurement estimation,real-world contexts,student,sixth grade,IJSME_Yang_2018_Sixth,Der-Ching Yang & Iwan Andi J. Sianturi,2018,International Journal of Science and Mathematics Education,deficit,primary,,pdfs/IJSME/IJSME_Yang_2018_Sixth.pdf
40363,"Due to an overemphasis on numerical calculation in traditional instruction, students rely on rote memorization of area formulas without conceptual understanding, leaving them unable to flexibly dissect or transform complex or irregular shapes into basic components to find their areas.",,measurement,area measurement,compound figures,mixed,fourth graders,IJSME_Huang_2017_Curriculum,Hsin-Mei E. Huang,2017,International Journal of Science and Mathematics Education,deficit,primary,"1324, 1334, 1335",pdfs/IJSME/IJSME_Huang_2017_Curriculum.pdf
40493,"A pupil assumes that because the half-perimeter of a rectangle can be found by averaging its side lengths, its area can be calculated by squaring the arithmetic mean of those side lengths.","Suggesting that the area of a 22cm x 28cm rectangle can be found by multiplying 25 by itself, rather than multiplying 22 by 28.",measurement,area and perimeter,rectangles and means,PST,Year 1 to Year 9; 3rd/4th Class,RME_Rowland_2015_Triggers,"Tim Rowland, Anne Thwaites and Libby Jared",2015,Research in Mathematics Education,deficit,primary,80,pdfs/RME/RME_Rowland_2015_Triggers.pdf
40603,"Students lack the spatial coordination to build a mental model of 3D arrays from 2D views, causing them to double-count or triple-count cubes that appear on multiple faces of a building.","Jeff counted all visible cube faces on the six sides of a cube building, double-counting the edge cubes and triple-counting the corner cubes.",measurement,volume,spatial structuring,student,"elementary school, second graders, fifth graders",MTL_Battista_2004_Applying,Michael T. Battista,2004,Mathematical Thinking and Learning,mixed,primary,194,pdfs/MTL/MTL_Battista_2004_Applying.pdf
40609,"Students face ambiguity over whether to mark a specified quantity on the discrete item itself or at the boundary marking the end of the interval, reflecting a tension between ordinal and cardinal interpretations of measurement.","When asked to mark 53 on a depicted bead string, students debated whether the mark should go on the 53rd bead or next to it.",measurement,linear measurement,cardinality,student,first-grade,MTL_Gravemeijer_1999_How,Koeno Gravemeijer,1999,Mathematical Thinking and Learning,productive,secondary,"167, 168",pdfs/MTL/MTL_Gravemeijer_1999_How.pdf
40639,"Students are unable to mentally subdivide a measurement tool when it physically extends past the object being measured, because they view measuring as strictly tied to the physical placement of the tool.","When measuring with a footstrip of five paces, students ran into problems if the space to be measured was shorter than the physical extension of the footstrip, unable to mentally cut it.",measurement,linear measurement,subdividing units,student,,MTL_Gravemeijer_2004_Local,Koeno Gravemeijer,2004,Mathematical Thinking and Learning,deficit,secondary,123,pdfs/MTL/MTL_Gravemeijer_2004_Local.pdf
40641,Students incorrectly quantify the spatial gap between two numbers on a measurement strip by counting the hash marks (lines) instead of the intervals (spaces).,"When finding the difference between two lengths, some students counted the lines between the numbers on the measurement strip rather than the spaces.",measurement,finding the difference,quantifying gaps,student,,MTL_Gravemeijer_2004_Local,Koeno Gravemeijer,2004,Mathematical Thinking and Learning,productive,secondary,"123, 124",pdfs/MTL/MTL_Gravemeijer_2004_Local.pdf
