id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
38143,"Students incorrectly execute traditional calculation algorithms, such as long multiplication, leading to a variety of procedural errors.",Setting up a vertical long multiplication format for 12 x 11 but adding the numbers together instead of multiplying them.,whole_number,multiplication,Long multiplication algorithm,student,Grade 7,ZDM_Venkat_2018_Improving,"Hamsa Venkat, Corin Mathews",2018,ZDM,deficit,primary,,pdfs/ZDM/ZDM_Venkat_2018_Improving.pdf
38199,A student incorrectly extrapolates a constant pattern of differences across two corresponding number sequences based on an incomplete examination of the data.,"When comparing two 'addition rows' to find the difference between their target numbers, a student calculates a difference of six by only summing the differences between the last three boxes of the sequences, ignoring the differing relationships in the first two boxes.",whole_number,number patterns,Consistency of the sum/difference,student,third and fourth grade,ZDM_Gellert_2014_Students,Andrea Gellert,2014,ZDM Mathematics Education,sociocultural,primary,"863, 864, 865, 866",pdfs/ZDM/ZDM_Gellert_2014_Students.pdf
38226,"Children regressed from using efficient base-ten materials to using single units or mixed materials because teachers encouraged varied materials rather than consistent representations, preventing strong mappings.",One fourth of the sample actually changed from using tens to using single units or a mixture of materials to represent place value.,whole_number,place value,concrete representations,student,"first three years of school (years 1, 2, and 3)",JMB_BoultonLewis_1998_Children's,Gillian M. Boulton-Lewis,1998,Journal of Mathematical Behavior,deficit,primary,224,pdfs/JMB/JMB_BoultonLewis_1998_Children's.pdf
38241,"Students successfully executed algorithms but failed to conceptualize the place-value meaning of the amounts exchanged, interpreting borrowed or carried digits as single units rather than tens.","When asked 'How much was it that you carried?' after performing an addition algorithm, half the participants stated it was 'one' instead of 'ten', and ten out of twelve stated the resulting amount in the tens column was 'two' rather than 'twenty'.",whole_number,place value,carrying and borrowing,student,third grade,JMB_Laupa_2000_Children's,Marta Laupa,2000,Journal of Mathematical Behavior,deficit,primary,297,pdfs/JMB/JMB_Laupa_2000_Children's.pdf
38276,"Students operating at Stage 1 build up composite units through repeated addition of the smallest unit, rather than leveraging multiplicative relationships or breaking down larger composite units.","To find the number of cups for 60 chips, Cody attempted to build up the 60 chips through double counting by 5s and concluded '12', substituting the relationship between chips and cups with that of cups and boxes.",whole_number,multiplicative reasoning,composite units,student,sixth-grade,JMB_Norton_2015_Provoking,"Anderson Norton, Steven Boyce",2015,Journal of Mathematical Behavior,deficit,primary,219-220,pdfs/JMB/JMB_Norton_2015_Provoking.pdf
38376,"The student misapplied standard vertical algorithms by operating on digits independently without place value understanding, treating tens and ones simply as single digits.","When adding 24 and 37 vertically, she got 611 by adding 4+7=11 and 2+3=6, writing the sums side by side.",whole_number,multidigit addition,standard algorithms,student,second to fourth grade,JMB_Ebby_2005_Powers,Caroline Brayer Ebby,2005,Journal of Mathematical Behavior,deficit,primary,77-79,pdfs/JMB/JMB_Ebby_2005_Powers.pdf
38392,"Students mechanically followed the steps of the traditional long division algorithm without conceptual understanding, questioning why subtraction was used in division and ignoring place value meanings.","Morgan asked 'Where did 6-6, 4-4, and 8-8 come from? Also, why do we need subtractions in a division problem?' when evaluating a peer's use of the traditional algorithm. Fran said 'Who cares? This is the way to solve long division' when asked about the place value of the digits.",whole_number,long division,standard algorithm,student,ages 8-10,JMB_Lee_2007_Making,Ji-Eun Lee,2007,Journal of Mathematical Behavior,deficit,primary,51-53,pdfs/JMB/JMB_Lee_2007_Making.pdf
38452,"When faced with a task requiring the reversal of a multiplicative relationship (which requires division), students lacking a fully reversible units coordination structure may operate procedurally by arbitrarily multiplying the given values.","Given that a yellow bar fits into a red bar 5 times and a blue bar fits in 15 times, Jacob multiplied 15 times 5 to get 75 for how many times the blue bar fits into the yellow bar.",whole_number,multiplicative reasoning,reversibility,student,sixth-grade,JMB_Boyce_2016_Co-construction,"Steven Boyce, Anderson Norton",2016,Journal of Mathematical Behavior,deficit,primary,20-21,pdfs/JMB/JMB_Boyce_2016_Co-construction.pdf
38522,Students with working memory deficits may become overwhelmed and lose track of the mathematical operations required when word problems contain excessive or irrelevant background information.,Tia appeared overwhelmed and unable to solve a missing-addend problem about crayon boxes until the teacher removed the irrelevant information detailing the four specific colors of the crayons.,whole_number,additive reasoning,word problems,student,4th grade,JMB_Hord_2016_Overcoming,"Casey Hord, Ron Tzur, Yan Ping Xin, Luo Si, Rachel H. Kenney, Jerry Woodward",2016,Journal of Mathematical Behavior,deficit,secondary,25,pdfs/JMB/JMB_Hord_2016_Overcoming.pdf
38567,"The student conceptualized even numbers strictly as quantities that are 'built from twos' or 'made up of twos', which prevented her from recognizing zero as an even number because it contains no twos.",Miri argued that zero is neither even nor odd because 'six is built from two. Like two and two and two' whereas zero does not contain any twos.,whole_number,parity,parity of zero,student,sixth grade,JMB_Levenson_2007_Neither,"Esther Levenson, Pessia Tsamir, Dina Tirosh",2007,Journal of Mathematical Behavior,deficit,primary,"90, 91",pdfs/JMB/JMB_Levenson_2007_Neither.pdf
38607,"Students may have difficulty representing a subset and its complement as parts of the same whole set, instead viewing the given quantities as two separate, disjoint collections.","Gaël draws 57 marks for the cars in the parking lot, but does not realize the 24 red cars should be a subset of those marks; he thinks he still needs to draw the red cars separately.",whole_number,set inclusion,word problem representation,student,escuela primaria,JMB_Brousseau_1999_El,"Guy Brousseau, Virginia M. Warfield",1999,THE JOURNAL OF MATHEMATICAL BEHAVIOR,deficit,secondary,,pdfs/JMB/JMB_Brousseau_1999_El.pdf
38624,"Students rely on superficial inspection and number grabbing, directly translating relational keywords into mathematical operations without forming an appropriate situation model, incorrectly simplifying multistep word problems.","In a problem stating 'Even picked 2.3 kg of strawberries. Sigrid picked 500 g more than Even. How many kg did they pick altogether?', students simply added 2.3 and 0.5 to get 2.8, misinterpreting the keywords 'more than' and 'altogether'.",whole_number,word problems,multistep arithmetic word problems,student,Grade 8,JMB_Nortvedt_2011_Coping,Guri A. Nortvedt,2011,Journal of Mathematical Behavior,deficit,primary,"263, 268",pdfs/JMB/JMB_Nortvedt_2011_Coping.pdf
38708,"When evaluating a sum of consecutive whole numbers, students operating with the second multiplicative concept (MC22D) cannot abstractly anticipate the total number of symmetrically combined addend pairs without materially creating and counting every pair sequentially.","To evaluate 15 + 14 + ... + 1, Carlos strategically combined 14 and 1, 13 and 2, etc., drawing lines to connect them, but had to actually finish making the connections and count all the 15s he created because he could not anticipate in advance that there would be seven pairs.",whole_number,addition,sums of consecutive whole numbers,student,eighth grade,JMB_Tillema_2014_Students',Erik S. Tillema,2014,Journal of Mathematical Behavior,deficit,primary,"62-65, 70",pdfs/JMB/JMB_Tillema_2014_Students'.pdf
38735,"Low-achieving students focus on the physical and episodic aspects of manipulatives rather than abstracting the mathematical concepts, preventing them from treating numbers as flexible mental objects.","When presented with five red cubes, low-ability seven-year-olds focused on the pattern, color, or possible physical rearrangements instead of the mathematical concept of 'five'.",whole_number,number concepts,Abstraction and counting,student,seven-year-olds to undergraduate university students,ESM_Gray_1999_Knowledge,"EDDIE GRAY, MARCIA PINTO, DEMETRA PITTA and DAVID TALL",1999,Educational Studies in Mathematics,deficit,primary,"119, 120, 122",pdfs/ESM/ESM_Gray_1999_Knowledge.pdf
38848,"Students rely on procedural calculations, such as multiplying out prime factors into large composite numbers to perform long division, rather than recognizing the structural properties of divisibility inherent in prime decompositions.","When asked if 21 divides 2x5x7x11, a student multiplies the product to 770 and attempts division, stating 'when I divide this by 21 it doesn't go'.",whole_number,divisibility,Prime decomposition,student,high school (13- to 14-year olds),ESM_Griffiths_2013_Intuiting,Martin Griffiths,2013,Educational Studies in Mathematics,deficit,primary,"82, 84, 88",pdfs/ESM/ESM_Griffiths_2013_Intuiting.pdf
38854,"Students mistakenly assume that the dividend and the quotient change at the exact same rate, leading them to subtract the difference of the dividends directly from the given quotient.",498 minus 491 is 7; 83 minus 7 is 76.,whole_number,division,Relationship between dividend and quotient,mixed,grade 11 and pre-service,ESM_Kaasila_2010_Finnish,Raimo Kaasila & Erkki Pehkonen & Anu Hellinen,2010,Educational Studies in Mathematics,deficit,primary,255,pdfs/ESM/ESM_Kaasila_2010_Finnish.pdf
38921,"A student applies a borrowing algorithm procedurally without conceptual understanding of place value, resulting in nonsensical answers when subtracting a larger number from a smaller one.","When asked to solve 235 minus 341, the student subtracted 1 from 5, then inappropriately borrowed from the hundreds to solve 3 minus 4, ultimately arriving at 884.",whole_number,subtraction,Borrowing and regrouping,student,upper high school level,ESM_Reynolds_1995_Addressing,Theodora H. Reynolds,1995,,uncoded,primary,"13, 14",pdfs/ESM/ESM_Reynolds_1995_Addressing.pdf
38971,"Students participate in ritual instruction by chorusing answers based on the teacher's tone and contextual cues rather than mathematical reasoning, leading to collective factual errors.","The class chorused '8000' as the number that comes before 9000, and changed their chorused response to whether a number was 'the same' from 'no' to 'yes' simply because the teacher repeated the question.",whole_number,number sequence,Identifying preceding numbers,student,third grade,ESM_HeydMetzuyanim_2016_Between,Einat Heyd-Metzuyanim & Mellony Graven,2016,Educational Studies in Mathematics,sociocultural,primary,"364, 365",pdfs/ESM/ESM_HeydMetzuyanim_2016_Between.pdf
39053,Estimating division quotients by rounding the divisor to one significant figure causes massive proportional errors.,"3887 divided by 1590 gives an estimate of 1, with an error of 59% of the true value.",whole_number,computational estimation,Division,student,adults,ESM_Edwards_1984_Computational,A. EDWARDS,1984,Educational Studies in Mathematics,deficit,primary,"69, 70",pdfs/ESM/ESM_Edwards_1984_Computational.pdf
39071,"Students initially focus on the surface features of word problems, such as the story context or the starting sentence, rather than the underlying relational mathematical structure when attempting to match or categorize them.","Students paired an addition and a subtraction problem simply because 'They both start off, Bill has 52 marbles and Jan has 29 marbles' or because 'They are both about marbles.'",whole_number,word problems,Recognition of problem structures,student,fifth-grade,ESM_English_1997_Development,LYN D. ENGLISH,1997,Educational Studies in Mathematics,deficit,primary,"186, 196, 198",pdfs/ESM/ESM_English_1997_Development.pdf
39119,"When subtracting multi-digit numbers, the student uses an idiosyncratic, syntactic routine without objectifying numbers or understanding base-ten structure, resulting in remote, associative guesses.","When asked to calculate 5000 minus 2, the student answered 448, then 4048, then 4058, before guessing 'three thousand!' and 'three million!'.",whole_number,subtraction,Multi-digit subtraction,student,7th grade,ESM_HeydMetzuyanim_2013_Co-construction,Einat Heyd-Metzuyanim,2013,Educational Studies in Mathematics,sociocultural,primary,"349, 350",pdfs/ESM/ESM_HeydMetzuyanim_2013_Co-construction.pdf
39127,"Students commit psychologically explainable oversights lacking mathematical logic, such as suddenly adding instead of subtracting, or subtracting imaginary digits due to the persistence of a number.","'persistence of 5': 700 - 5 = 145, as if it were: 700 - 555",whole_number,written subtraction,Algorithmic oversights,student,9-12 years old,ESM_Fiori_2005_Experimental,CARLA FIORI AND LUCIANA ZUCCHERI,2005,Educational Studies in Mathematics,deficit,secondary,328,pdfs/ESM/ESM_Fiori_2005_Experimental.pdf
39159,"Students rely on primitive counting, adding-on, or building-up strategies to solve arithmetic problems instead of looking for or applying a formal symbolic operation, which fails as problems get more complex.","To solve a subtraction problem requiring finding the distance left (261 - 87), a student uses complementary addition, attempting to 'build it up' from 87 instead of subtracting.",whole_number,arithmetic operations,Subtraction and multiplication,student,1st Yr (Age 12) to 4th Yr (Age 15),ESM_Booth_1981_Child-methods,LESLEY R. BOOTH,1981,Educational Studies in Mathematics,productive,primary,"30, 31, 32",pdfs/ESM/ESM_Booth_1981_Child-methods.pdf
39214,"Students confuse an even exponent with an even factor, incorrectly assuming that any number raised to an even power must result in an even number.","Concluding that 3^100 is an even number simply because the exponent, 100, is an even number.",whole_number,exponentiation,parity,PST,preservice elementary,ESM_Zazkis_1998_Odds,RINA ZAZKIS,1998,Educational Studies in Mathematics,deficit,primary,"83, 84",pdfs/ESM/ESM_Zazkis_1998_Odds.pdf
39237,"Students believe that an equality is valid if the exact same numbers and operations are repeated syntactically on both sides, focusing on nominal sameness rather than quantitative equivalence.","In the open sentence 246 + 14 = [ ] + 246, a student suggests putting 246 in the box to create visual repetition, concluding that 'two hundred forty-six plus fourteen equals two hundred forty-six plus two hundred forty-six.'",whole_number,equality,nominal sameness,student,third-grade,ESM_Saenzludlow_1998_Third,ADALIRA SÁENZ-LUDLOW and CATHERINE WALGAMUTH,1998,Educational Studies in Mathematics,deficit,secondary,"171, 172, 175, 176",pdfs/ESM/ESM_Saenzludlow_1998_Third.pdf
39319,"Students erroneously believe that the product of two prime numbers results in a prime number, exhibiting a 'tendency towards closure' where an operation on elements of a set yields an element of the same set.","Concluding that 437 is a prime number explicitly because it is calculated as 19 multiplied by 23, stating 'two prime numbers multiplied by each other are prime.'",whole_number,number theory,prime and composite numbers,PST,prospective elementary,ESM_Zazkis_2008_What,Rina Zazkis & Egan J. Chernoff,2008,Educational Studies in Mathematics,deficit,primary,"198, 199, 200",pdfs/ESM/ESM_Zazkis_2008_What.pdf
39376,"Students strictly taught the standard long division algorithm make frequent procedural errors, such as omitting zeroes in the quotient or leaving remainders that are too large.","When executing long division, students might omit zeroes in the quotient, leave remainders larger than the divisor, fail to bring down the next digit, or record partial quotients of 10 or more.",whole_number,division,long division algorithm,student,"third, fourth, and fifth grades",ESM_Treffers_1987_Integrated,A. TREFFERS,1987,Educational Studies in Mathematics,deficit,primary,140,pdfs/ESM/ESM_Treffers_1987_Integrated.pdf
39413,"Students choose the wrong arithmetic operation to solve start-unknown story problems by relying on the surface action of the story (e.g., choosing subtraction because items are 'delivered' or lost) rather than analyzing the quantitative relations to use the inverse operation.","In a problem where a postman delivers 12 letters and has 39 left, a child might enter a subtraction into the calculator instead of addition, resulting in a starting value smaller than the result.",whole_number,addition and subtraction,inverse relation and relational calculus,student,2nd and 3rd grade,ESM_Nunes_2012_Teaching,Terezinha Nunes & Peter Bryant & Deborah Evans & Daniel Bell & Rossana Barros,2012,Educational Studies in Mathematics,deficit,primary,"380, 381",pdfs/ESM/ESM_Nunes_2012_Teaching.pdf
39468,"Students eagerly using compressed computational strategies, such as repeated addition, for partitive division problems inadvertently transform the problem into a quotitive scenario and fail to map their numerical chunks back to the original sharing situation.","A third grader solving '28 marbles, 7 boys' grouped the marbles as 'seven and seven... twenty-eight', arriving at 4, but when asked why he chose seven, he incorrectly explained he was giving 7 marbles to one boy, realizing there were not enough marbles for all boys.",whole_number,division,partitive vs quotitive reasoning,student,grade 2-6,ESM_Neuman_1999_Early,DAGMAR NEUMAN,1999,Educational Studies in Mathematics,deficit,primary,"114, 115",pdfs/ESM/ESM_Neuman_1999_Early.pdf
39498,Students detach number from preceding operation sign.,50-10+10+10: adding 10+10+10=30 then 50-30=20.,whole_number,numerical expressions,grouping terms,student,sixth-graders,ESM_Linchevski_1999_Structure,LIORA LINCHEVSKI and DRORA LIVNEH,1999,Educational Studies in Mathematics,deficit,primary,"174, 181, 182, 183",pdfs/ESM/ESM_Linchevski_1999_Structure.pdf
39532,"Children's natural subtraction strategies involve working from left to right (larger to smaller units) and comfortably dealing with partial negative differences (shortages), conflicting with the standard right-to-left 'borrowing' algorithm.","To calculate 75 - 48, a student subtracts the tens first (70 - 40 = 30) and then, facing 5 - 8, recognizes a shortage of 3, subtracting 3 from 30 to get 27.",whole_number,subtraction,informal strategies,mixed,primary school (3rd to 6th grades) and first year's students of teacher training colleges,ESM_Treffers_1991_Meeting,ADRIAN TREFFERS,1991,Educational Studies in Mathematics,productive,secondary,"341, 342, 346",pdfs/ESM/ESM_Treffers_1991_Meeting.pdf
39545,"Students become confused when simple arithmetic is directly translated into Mi'kmaq, resulting in awkward and non-mathematical phrasing.","When translating 1 + 2 = 3, teachers often inadvertently say 'once plus twice equals three times', which causes confusion for children.",whole_number,addition,Counting words,mixed,elementary,MERJ_Borden_2013_What's,Lisa Lunney Borden,2013,Mathematics Education Research Journal,sociocultural,secondary,16,pdfs/MERJ/MERJ_Borden_2013_What's.pdf
39572,"Students incorrectly assume that calculations on an empty number line must always start at zero, treating it as a continuous measuring line rather than a flexible counting model for consecutive steps.","When solving 27 + 24, Emily drew a line starting at 0, marked 10 and 20, and then added to 27, instead of starting the line directly at 27.",whole_number,addition,Empty number line,student,Grade 5,MERJ_HeuvelPanhuizen_2008_Learning,Marja van den Heuvel-Panhuizen,2008,Mathematics Education Research Journal,deficit,primary,"21, 25, 26",pdfs/MERJ/MERJ_HeuvelPanhuizen_2008_Learning.pdf
39581,"A student cannot immediately perceive or use mathematical structures (like grouping by 5s or 10s) when they are merely physically modeled by the teacher, because the mathematical structure must be actively mentally constructed by the learner.","A student is confused when the teacher pre-arranges beads on an arithmetic rack to model adding 9 using a 1-and-X structure, because the student has not yet mentally constructed that structure.",whole_number,addition,Structuring numbers,student,3rd- and 4th-graders,MERJ_EllemorCollins_2009_Structuring,David Ellemor-Collins & Robert (Bob) Wright,2009,Mathematics Education Research Journal,productive,secondary,"57, 67, 69",pdfs/MERJ/MERJ_EllemorCollins_2009_Structuring.pdf
39682,"Students fail to construct the concept of ten as a thinkable concept (both ten ones and one ten), leaving them overwhelmed by two-digit arithmetic and reliant solely on counting by ones.","When attempting any two-digit arithmetic problem, students resort to counting on in ones.",whole_number,place value,Two-digit arithmetic,mixed,primary to secondary,MERJ_Gray_2007_Abstraction,Eddie Gray & David Tall,2007,Mathematics Education Research Journal,deficit,secondary,32,pdfs/MERJ/MERJ_Gray_2007_Abstraction.pdf
39725,"Students fail to recognise equivalence structurally using the commutative property, believing they must sequentially compute the products of both sides of an equation to determine if they are equal.","To decide if an equal sign completes the expression 24 x 27 x 3 [] 3 x 27 x 24, students felt they needed to apply closure to the left-hand side terms, then the right-hand side terms, and compare the final results.",whole_number,equivalence,Commutative property,PST,primary,MERJ_Kaminski_1997_Teacher,Eugene Kaminski,1997,Mathematics Education Research Journal,deficit,primary,230,pdfs/MERJ/MERJ_Kaminski_1997_Teacher.pdf
