id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
37846,"Students acquire standard fraction notation independently of the conceptual referent, using conventional notation to represent relationships that are not normative part-whole relations.",57% of the students used conventional notation without part-whole reference on Unequal Area problems.,fraction,fraction notation,conventional vs. unconventional notation,student,"Grades 4, 5, and 6",JRME_Saxe_2005_Representing,"Geoffrey B. Saxe, Edd V. Taylor, Clifton McIntosh, and Maryl Gearhart",2005,Journal for Research in Mathematics Education,uncoded,primary,"147, 148",pdfs/JRME/JRME_Saxe_2005_Representing.pdf
37863,"Students using a partitive fraction scheme view a unit fraction strictly as a part of a specific whole, causing them to incorrectly redefine the reference whole when a part is iterated to produce a quantity larger than the original whole.","When iterating a 1/8 piece nine times to produce a 9/8 stick, students named the result 'nine ninths' or 'a whole', shifting their reference whole to the newly created 9-part stick.",fraction,improper fractions,reference whole,student,fourth graders,JRME_Tzur_1999_Integrated,Ron Tzur,1999,Journal for Research in Mathematics Education,uncoded,primary,,pdfs/JRME/JRME_Tzur_1999_Integrated.pdf
37879,"When solving symbolic subtraction problems involving a whole number and a fraction, students inappropriately treat the whole number as a fractional quantity, acting as if the whole number is the numerator of a fraction with the same denominator as the fraction being subtracted.","For the problem 1 - 4/5, a student read it as 'one minus four fifths' but interpreted the '1' as 'one fifth' and got an answer of three fifths by calculating 'four... take one away'.",fraction,subtraction,subtracting a fraction from a whole number,student,third-grade and fourth-grade,JRME_Mack_1995_Confounding,Nancy K. Mack,1995,Journal for Research in Mathematics Education,uncoded,primary,"433, 434, 435",pdfs/JRME/JRME_Mack_1995_Confounding.pdf
37909,Students make use of one correct ratio in a proportion but fail to apply it correctly across the entire equivalent fraction relationship.,"Asked to solve 6/4 = [ ]/8, the child writes 3 in the box because ""three into six twice; two times four equals eight.""",fraction,fraction equivalence,missing value,student,fourth grade,JRME_Behr_1984_Order,"Merlyn J. Behr, Ipke Wachsmuth, Thomas R. Post and Richard Lesh",1984,Journal for Research in Mathematics Education,uncoded,primary,332,pdfs/JRME/JRME_Behr_1984_Order.pdf
37940,"Students inappropriately overgeneralize the algorithm for multiplication to the addition of fractions, separately adding numerators and denominators without finding a common denominator.",Calculating 1/2 + 1/4 as 2/6 instead of the correct 3/4.,fraction,addition of fractions,Common denominators,student,grade 6,ZDM_Hoch_2018_Design,"Stefan Hoch, Frank Reinhold, Bernhard Werner, Jurgen Richter-Gebert, Kristina Reiss",2018,ZDM,deficit,secondary,840,pdfs/ZDM/ZDM_Hoch_2018_Design.pdf
37974,Students separately add the numerators and the denominators when computing the sum of two fractions.,2/7 + 3/7 = 5/14,fraction,addition of fractions,Addition rules,in_service,lower secondary,ZDM_Pankow_2016_Early,"Lena Pankow, Gabriele Kaiser, Andreas Busse, Johannes Konig, Sigrid Blomeke, Jessica Hoth, Martina Dohrmann",2016,ZDM Mathematics Education,deficit,primary,61,pdfs/ZDM/ZDM_Pankow_2016_Early.pdf
38055,Students attempt to add fractions by incorrectly adding the numerators together and the denominators together.,"Students add the fractions 1/4 and 2/5 simply by adding the numerators and adding the denominators, getting the wrong answer of 3/9.",fraction,addition of fractions,Unlike denominators,student,primary school,ZDM_Sembiring_2008_Reforming,"Robert K. Sembiring, Sutarto Hadi, Maarten Dolk",2008,ZDM Mathematics Education,deficit,primary,932,pdfs/ZDM/ZDM_Sembiring_2008_Reforming.pdf
38113,Students apply incorrect algorithmic 'bugs' when attempting to multiply or divide fractions.,"Multiplying both the numerator and the denominator by the whole number, or inverting the dividend instead of the divisor.",fraction,multiplication and division,Algorithms,mixed,elementary (grades 5 and 6) and secondary,ZDM_Tsamir_2008_Combining,"Pessia Tsamir, Dina Tirosh",2008,ZDM Mathematics Education,deficit,primary,"864, 866",pdfs/ZDM/ZDM_Tsamir_2008_Combining.pdf
38139,"Students mistakenly believe that multiplication always results in a product larger than the factors, based on their experiences with whole numbers.",,fraction,fraction multiplication,,other,elementary school,ZDM_Sun_2018_Bridging,Xu Hua Sun,2018,ZDM,deficit,primary,,pdfs/ZDM/ZDM_Sun_2018_Bridging.pdf
38220,Students viewed the meaning of multiplication strictly as repeated addition and struggled to accept that it could involve partitioning or finding a part of a part.,"Adam explained '3 x 5' as 'five plus five plus five'. When asked to apply multiplication to fractions, he stated, 'You gotta divide it up and that doesn't seem like it should be multiplication... It's never been multiplication before.'",fraction,multiplication,meaning of multiplication,student,fifth and sixth grades,JMB_Mack_2000_Long-term,Nancy K. Mack,2000,Journal of Mathematical Behavior,deficit,primary,319-320,pdfs/JMB/JMB_Mack_2000_Long-term.pdf
38243,"When comparing fractions, students may incorrectly conclude that two fractions are equal if they both require the same absolute number of missing pieces to make a whole, failing to account for the relative sizes of those missing pieces.",A student reasoned that 'two fractions (3/4 and 5/6) are equal because both need one more piece to get to a whole.',fraction,comparing fractions,comparing to a whole,in_service,kindergarten through five,JMB_Lee_2018_Investigating,"Mi Yeon Lee, Dionne Cross Francis",2018,Journal of Mathematical Behavior,deficit,secondary,,pdfs/JMB/JMB_Lee_2018_Investigating.pdf
38260,"Learners hold a false belief that the only way to obtain a fractional part of 1/n from a whole is by dividing the whole into exactly n equal parts, leading them to falsely conclude that if a whole is divided into n unequal parts, none of those parts can represent 1/n.","When shown a square frame divided into three unequal concentric rectangular regions, approximately 65% of participants immediately claimed the shaded region was not 1/3 of the frame because 'the parts are not equal', despite the shaded area actually comprising exactly 1/3 of the total area.",fraction,part-whole relationship,fraction representation and area models,mixed,elementary school to university students and graduates,JMB_Ciosek_2016_False,"Marianna Ciosek, Maria Samborska",2016,Journal of Mathematical Behavior,deficit,primary,"24, 25, 26, 28, 29, 30",pdfs/JMB/JMB_Ciosek_2016_False.pdf
38283,"When presented with a symbolic equivalent fraction task where the numerators are known but the second denominator is missing, students may be unable to anticipate the recursive partitioning relationship, relying instead on provided contextual stories to prompt their reasoning.","For the task 3/7 = 15/?, Kylie was unable to proceed and asked 'Can you do the story problem thing?'",fraction,equivalent fractions,missing denominator,student,fourth and fifth grade,JMB_Kara_2018_Empirically-based,"Melike Kara, Martin A. Simon, Nicora Placa",2018,Journal of Mathematical Behavior,deficit,primary,,pdfs/JMB/JMB_Kara_2018_Empirically-based.pdf
38315,"Students use a whole number consistent strategy to compare fractions, focusing on the number of parts (numerator) and judging that the fraction with the biggest number of parts is larger, regardless of the denominator.",Students held the theorem-in-action: 'The biggest fraction is the one that has the biggest number of parts'.,fraction,comparing fractions,whole number consistent strategy,student,grade 5,JMB_Chahine_2013_Impact,Iman C. Chahine,2013,Journal of Mathematical Behavior,deficit,secondary,"442, 444",pdfs/JMB/JMB_Chahine_2013_Impact.pdf
38367,"Students lacking an iterable unit fractional part may fail to recursively partition or coordinate nested fractions, instead guessing incorrect fractional relationships based on visual cues or incomplete partitions.","When asked to find a third of an eighth of a bar, Adam guessed '2/8' and then '1/4', failing to coordinate the partitions to realize the resulting piece was 1/24 of the whole.",fraction,recursive partitioning,partitive unit fraction scheme,student,sixth grade,JMB_Ulrich_2016_Tacitly,Catherine Ulrich,2016,Journal of Mathematical Behavior,uncoded,primary,"10, 11, 12",pdfs/JMB/JMB_Ulrich_2016_Tacitly.pdf
38385,"When iterating an estimated share and noticing a shortage relative to the whole, students may correctly anticipate the direction of adjustment but fail to anticipate the relative amount, instead adding the entire missing amount to their next single estimate.","Instead of using some portion of the shortage she noticed, Ana added the entire missing amount to the initial, too short share.",fraction,unit fractions,equi-partitioning,student,fifth-grade,JMB_Hunt_2017_Where,"Jessica Hunt, Ron Tzur",2017,Journal of Mathematical Behavior,productive,primary,,pdfs/JMB/JMB_Hunt_2017_Where.pdf
38405,"When comparing fractions with the same denominator, students may treat the numerators as isolated whole numbers rather than as quantities representing a specific number of fractional pieces.","A hypothetical student claims 7/8 is larger than 3/8 simply because 'one is seven and one is three,' failing to acknowledge the 'eighth-sized' fractional unit.",fraction,comparing fractions,meaning of the numerator,in_service,elementary,JMB_Gibbons_2017_Developing,"Lynsey K. Gibbons, Elham Kazemi, Rebecca M. Lewis",2017,Journal of Mathematical Behavior,deficit,secondary,"243, 245",pdfs/JMB/JMB_Gibbons_2017_Developing.pdf
38431,"Students may inconsistently assign fraction names to manipulatives by spontaneously switching the referent unit mid-problem, leading to incorrect calculations of differences between fractions.","Students claimed that 1/2 is greater than 1/3 by 1/3 because the difference (a red rod) is one-third of the dark green 1/2 rod, forgetting that the original unit was the orange and red rod train.",fraction,fraction comparison,referent units,student,fourth-grade,JMB_Ness_2018_Analysis,"Cheryl K. Van Ness, Carolyn A. Maher",2018,Journal of Mathematical Behavior,deficit,primary,,pdfs/JMB/JMB_Ness_2018_Analysis.pdf
38454,"The student determined the name of a fraction solely by the total number of parts present, regardless of their size or their relationship to a referent whole, demonstrating a lack of a disembedding operation.","When shown a circle with five green 1/6th slices (with one missing), Tim called the amount one fifth because there were five pieces present, not seeing them as five parts of a six-part whole.",fraction,unit fractions,part-to-whole relation,student,6th grade,JMB_Olive_2006_Making,"John Olive, Eugenia Vomvoridi",2006,Journal of Mathematical Behavior,deficit,primary,26-27,pdfs/JMB/JMB_Olive_2006_Making.pdf
38491,Students incorrectly predicted that the combined thickness of two sheets represented by fractions with unlike denominators could be found by adding their numerators and adding their denominators.,"When predicting the combined thickness of a 10/50 mm sheet and a 40/100 mm sheet, most students agreed the result would be 50/150.",fraction,fraction addition,unlike denominators,student,4th grade,JMB_Brousseau_2004_Rationals,"Guy Brousseau, Nadine Brousseau, Virginia Warfield",2004,Journal of Mathematical Behavior,productive,primary,12,pdfs/JMB/JMB_Brousseau_2004_Rationals.pdf
38556,"Students interpreted finding a unit fraction of a discrete whole as an additive operation, subtracting the denominator from the total rather than dividing the total into equal groups.","When asked to find 1/3 of 12, Mi took off 3 beans from her group of 12 and pointed to the remaining group of 9, interpreting 1/3 as '12 take away 3'.",fraction,fraction of a discrete whole,additive interpretation,student,fourth-grade,JMB_SaenzLudlow_2003_Collective,Adalira Saenz-Ludlow,2003,Journal of Mathematical Behavior,deficit,primary,198-199,pdfs/JMB/JMB_SaenzLudlow_2003_Collective.pdf
38573,"Students lack a disembedding operation, meaning they do not view a fractional part as both embedded within and separate from the whole. When a part is identified, it is mentally cut off, destroying the original whole.","Courtney explained, 'you got three pieces left,' and she said that she had taken one part away... the whole consisting of four parts appeared to be destroyed when Courtney drew out one part from the bar.",fraction,part-whole relations,disembedding,student,middle and high school,JMB_Hackenberg_2013_Fractional,Amy J. Hackenberg,2013,Journal of Mathematical Behavior,deficit,primary,550,pdfs/JMB/JMB_Hackenberg_2013_Fractional.pdf
38647,"Students relying on repeated halving (doubling/halving) to partition items often experience a breakdown in their strategy when faced with an odd number of sharers, leading to unequal shares or confusion.","When sharing 5 cookies among 3 people, Stu gave one to each, then took the remaining two and split them in half, but then stopped and said 'They split again... They'd all be too little,' unable to resolve the 3-person share using halves.",fraction,partitioning,odd number of sharers,student,fifth grade,JMB_Hunt_2016_Levels,"Jessica H. Hunt, Arla Westenskow, Juanita Silva, Jasmine Welch-Ptak",2016,Journal of Mathematical Behavior,deficit,secondary,56-57,pdfs/JMB/JMB_Hunt_2016_Levels.pdf
38663,"A student may possess only a participatory understanding of the fraction multiplication algorithm, relying on the presence of the multiplier's denominator to trigger the mental activity of distributive partitioning needed to find the product's numerator.","When given the task 56/_ x 11/_ and asked for the numerator of the answer, Kylie replied, 'I have no idea because I don't have the denominators.'",fraction,fraction multiplication algorithm,coordinating numerators and denominators,student,fifth-grade,JMB_Simon_2018_Promoting_a,"Martin A. Simon, Melike Kara, Nicora Placa",2018,Journal of Mathematical Behavior,deficit,primary,,pdfs/JMB/JMB_Simon_2018_Promoting_a.pdf
38678,"Students and teachers incorrectly use algorithmic features (e.g., the denominator getting larger) rather than fractional relationships to conceptually explain why multiplying two proper fractions results in a smaller fraction.","A student claimed that 1/2 was bigger than 1/12 because 'The numerator was farthest from the denominator, which made it a smaller fraction.' The teacher agreed, concluding 'The fraction gets smaller because the denominator is getting greater and greater.'",fraction,fraction multiplication,magnitude of products,mixed,fifth grade,JMB_Webel_2016_Meaning,"Corey Webel, William W. DeLeeuw",2016,Journal of Mathematical Behavior,deficit,primary,130,pdfs/JMB/JMB_Webel_2016_Meaning.pdf
38716,"Students conceptualizing fractions strictly through a part-whole scheme believe fractions only represent parts taken out of a whole, leading to the belief that improper fractions are non-sensical.",A student relying on a part-whole scheme believes that taking nine parts out of seven makes no sense because a part-whole fraction must be taken out of the whole.,fraction,improper fractions,part-whole relations,student,grades 5 and 6,JMB_Norton_2009_Quantitative,"Anderson Norton, Jesse L.M. Wilkins",2009,Journal of Mathematical Behavior,deficit,secondary,152,pdfs/JMB/JMB_Norton_2009_Quantitative.pdf
38753,"Students incorrectly conclude that a fraction with larger numbers in the numerator and denominator represents a larger overall quantity because there are more pieces, ignoring that the pieces are correspondingly smaller.","In the pre-test, a student concluded that Itay (who ate 8/10 of a chocolate bar) ate more than Dan (who ate 4/5) because '8/10 is bigger both in the nominator and the denominator from 4/5'.",fraction,fraction comparison,Equivalence and size,student,fifth grade,ESM_Kolikant_2011_Effect,Yifat Ben-David Kolikant & Orit Broza,2011,Educational Studies in Mathematics,deficit,secondary,"40, 41",pdfs/ESM/ESM_Kolikant_2011_Effect.pdf
38836,"When computing with unlike denominators, students recognize a conversion is needed but mistakenly attempt to convert smaller denominators to larger denominators incorrectly or misjudge the proportional size of the units.","Trying to convert smaller denominators to larger denominators for addition or subtraction, or drawing notes larger than should be used.",fraction,fraction computation,Unlike denominators,student,third-grade students (ages 8.5-10.11),ESM_Courey_2012_Academic,Susan Joan Courey & Endre Balogh & Jody Rebecca Siker & Jae Paik,2012,Educational Studies in Mathematics,deficit,secondary,"269, 272",pdfs/ESM/ESM_Courey_2012_Academic.pdf
38856,"Children may change an intuitive, non-standard fractional answer to a more typical one due to a 'didactical contract', expecting answers to look like standard fractions.",A child initially answered 2/1 for a ratio of shaded to unshaded parts but changed it to 1/2 because 2/1 seemed too 'unusual' for a teacher to ask.,fraction,fraction representation,Ratio vs. part-whole interpretations,PST,senior year of the mathematics program,ESM_Dambrosio_1992_Pre-service,BEATRIZ S. D'AMBROSIO AND TANIA MARIA MENDONCA CAMPOS,1992,Educational Studies in Mathematics,sociocultural,primary,"221, 222",pdfs/ESM/ESM_Dambrosio_1992_Pre-service.pdf
38913,"A student overgeneralizes a rule for comparing fractions, claiming that the fraction with the lowest 'bottom number' is always the greatest, which is only true for unit fractions or fractions with common numerators.","During a game of 'Capture', Sam states that he looked at the 'bottom number' and the one with the lowest bottom number was the greatest, prompting the teacher to say his method will not work.",fraction,fraction comparison,Denominators,PST,,ESM_Harkness_2009_Social,Shelly Sheats Harkness,2009,Educational Studies in Mathematics,productive,secondary,256,pdfs/ESM/ESM_Harkness_2009_Social.pdf
38963,"A child believes that fractions cannot be applied to discrete, countable quantities because they are perceived as indivisible.","When told they were away for 'three weeks and a half', the boy replied, 'Huh, that's impossible. One week does not have a half. Look here, a week has seven days and seven does not have a half'.",fraction,fractions of discrete quantities,Continuous vs discrete,student,young children,ESM_Streefland_1978_Some,Leen Streefland,1978,Educational Studies in Mathematics,productive,secondary,69,pdfs/ESM/ESM_Streefland_1978_Some.pdf
38981,"Children can correctly order mixed numbers abstractly but fail to map this continuous magnitude onto a timeline of age, believing two different ages can occur simultaneously.","Haley stated that seven and a half is more than seven, but when asked about her birthday, she said that on the very same day she would be both seven and seven and a half.",fraction,measurement of time,Continuous magnitude and timelines,student,Kindergarten and first grade,ESM_Brizuela_2005_Young,BARBARA M. BRIZUELA,2005,Educational Studies in Mathematics,productive,secondary,298,pdfs/ESM/ESM_Brizuela_2005_Young.pdf
39011,"Children successfully partition an object into the correct number of pieces to share evenly, but are unable to recognize that the number of people dictates the fraction name, preventing them from quantifying the shares.","Candice partitioned a pizza into three equal portions for three people, but was unable to accurately quantify each share because she did not link the number of people to the fraction name 'thirds'.",fraction,quantifying fractions,Mapping people to fraction name,student,Year Three / third grade students (aged between 7.9 and 8.3 years),ESM_Charles_2000_Young,KATHY CHARLES and ROD NASON,2000,Educational Studies in Mathematics,deficit,primary,"200, 201",pdfs/ESM/ESM_Charles_2000_Young.pdf
39073,"Students erroneously believe that a division operation is impossible if the dividend is smaller than the divisor, assuming that division must result in whole numbers and that 'turning it around' is invalid.","When presented with the expression 3 / 4, a student says 'You can't do that... you can't turn divided by around,' and another argues that if 3 cakes are shared among 4 people, 'One person won't get any.'",fraction,division,Quotient construct / Dividend smaller than divisor,student,fifth-grade,ESM_English_1997_Development,LYN D. ENGLISH,1997,Educational Studies in Mathematics,deficit,secondary,208,pdfs/ESM/ESM_English_1997_Development.pdf
39134,"Students erroneously set up fractions by strictly following the order in which the numbers appear in the problem statement, resulting in conceptually invalid ratios.","They compared 5/3 and 7/4 instead of 3/5 and 4/7, following the order of appearance of the involved numbers (5, 3, 7, 4) in the problem statement.",fraction,translating word problems to ratios,Ratio setup,student,grades 6 and 7,ESM_Adjiage_2007_Experiment,ROBERT ADJIAGE AND FRANCOIS PLUVINAGE,2007,Educational Studies in Mathematics,deficit,secondary,168,pdfs/ESM/ESM_Adjiage_2007_Experiment.pdf
39162,Students view fractions merely as a pairing of two whole numbers and inappropriately apply whole-number arithmetic rules to fraction operations and comparisons.,"Children adding fractions tend to 'add tops and bottoms' separately, or judge that 4/8 is larger than 2/4 by focusing on the magnitudes of the individual numbers rather than the ratio they form.",fraction,fraction addition and comparison,Whole number bias,student,1st Yr (Age 12) to 4th Yr (Age 15),ESM_Booth_1981_Child-methods,LESLEY R. BOOTH,1981,Educational Studies in Mathematics,deficit,primary,34,pdfs/ESM/ESM_Booth_1981_Child-methods.pdf
39192,"Children possess the mechanical ability to deal discrete items but are conceptually unaware that dealing is intrinsically sufficient to establish fair shares, causing them to abandon the strategy in spontaneous settings in favor of grabbing and erratic counting.","Clare and John shared 12 jelly beans by grabbing, resulting in one child receiving 10; rather than dealing to fix the discrepancy, they attempted to haphazardly trade pieces.",fraction,partitioning,Dealing strategy,student,pre-school children,ESM_Davis_1990_Spontaneous,GARY ERNEST DAVIS AND ROBERT PAUL HUNTING,1990,Educational Studies in Mathematics,deficit,primary,"369, 370, 371",pdfs/ESM/ESM_Davis_1990_Spontaneous.pdf
39273,"Students conceive of fraction equivalence as a matter of degree, asserting that some equivalent fractions are 'less equivalent' than others based on their numerical distance from the reduced fraction.",Leanne states that two 8ths and three 12ths 'aren't as equivalent' and three 12ths and seven 28ths are 'hardly equivalent at all'.,fraction,equivalence,degrees of equivalence,student,8 year olds and 12 year olds,ESM_Pirie_1992_Creating,SUSAN PIRIE AND THOMAS KIEREN,1992,Educational Studies in Mathematics,productive,primary,525,pdfs/ESM/ESM_Pirie_1992_Creating.pdf
