id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
37917,"Students incorrectly add fractions with different denominators by summing the numerators and summing the denominators, failing to understand they are adding units of different sizes.","Students add 1/3 + 1/5 and get 2/8, without realizing they are adding two different things (thirds and fifths), sort of like adding apples and hammers.",fraction,fraction addition,unlike denominators,mixed,Grades 2-5,JRME_Lewis_2017_Lesson,Catherine Lewis and Rebecca Perry,2017,Journal for Research in Mathematics Education,uncoded,secondary,266,pdfs/JRME/JRME_Lewis_2017_Lesson.pdf
37961,"Students misinterpret the reference unit of a fraction in a story problem, confusing a fraction of a specific standard unit with a fraction of the total available amount.",Rex determined Kenzie could hike 2 miles instead of 8 because he thought 'drinks 1/2 cup of water' meant drinking 1/2 of her total 4 cups of water every mile.,fraction,word problems,Reference units,mixed,fourth and fifth graders,ZDM_Jacobs_2016_Responding,"Victoria R. Jacobs, Susan B. Empson",2016,ZDM Mathematics Education,deficit,secondary,"190, 191",pdfs/ZDM/ZDM_Jacobs_2016_Responding.pdf
37981,Pre-service teachers struggle to evaluate the relative size of division expressions conceptually without first calculating the exact procedural outcome.,Many participants were confused about which approach to use when asked to tell whether 9/11 / 2/3 is greater than or less than 9/11 / 3/4 without evaluating the expressions.,fraction,fraction division,Relative size and estimation,PST,middle school,ZDM_Li_2008_Knowledge,"Yeping Li, Gerald Kulm",2008,ZDM Mathematics Education,deficit,secondary,840,pdfs/ZDM/ZDM_Li_2008_Knowledge.pdf
38069,"When comparing proper non-unit fractions, a teacher incorrectly relies on a learned rule about numerators without considering the denominators.","A teacher selects an incorrect answer by applying the rule 'the bigger the numerator, the greater the portion' and providing no consideration for the nature of the denominators.",fraction,fraction comparison,Role of numerator and denominator,in_service,primary school,ZDM_Cole_2012_Assessing,Yaa Cole,2012,ZDM Mathematics Education,deficit,secondary,421,pdfs/ZDM/ZDM_Cole_2012_Assessing.pdf
38128,"Students determine the relative size of fractions by subtracting the numerator from the denominator to find how many 'pieces are left,' ignoring that the fractions are composed of pieces of different relative sizes.","When comparing 4/5 and 32/40, a student claims 32/40 is bigger because 40 minus 32 leaves 8 pieces 'for tomorrow,' whereas 5 minus 4 leaves only 1 piece.",fraction,comparing fractions,Part-whole relationships and relative size,student,grade six,ZDM_DiezPalomar_2015_Using,"Javier Diez-Palomar, Joan Cabre Olive",2015,ZDM Mathematics Education,deficit,primary,"1309, 1310",pdfs/ZDM/ZDM_DiezPalomar_2015_Using.pdf
38168,"Students develop idiosyncratic empirical rules for comparing fractions, such as taking the difference between the numerator and denominator and assuming the fraction with the larger difference is smaller.","Claiming that 2/7 is smaller than 3/7 because the difference between 7 and 2 is 5, which is greater than the difference between 7 and 3, and defending this by stating it 'always worked for me'.",fraction,fraction comparison,,mixed,middle school to preservice elementary school teachers,ZDM_Zazkis_2008_Role,"Rina Zazkis, Peter Liljedahl, Egan J. Chernoff",2008,ZDM Mathematics Education,deficit,primary,"137, 138",pdfs/ZDM/ZDM_Zazkis_2008_Role.pdf
38223,"When using the traditional algorithm, students failed to determine the appropriate unit reference for each fraction in a problem situation, treating all fractions as referring to the same original whole.","When feeding her horse 2/3 of 3/4 of a bucket, Lisa shaded 3/4 of a circle, but then partitioned the entire circle into thirds, saying 'I need two thirds so I have to divide the whole bucket into three pieces.'",fraction,representation,unit reference,student,fifth and sixth grades,JMB_Mack_2000_Long-term,Nancy K. Mack,2000,Journal of Mathematical Behavior,deficit,secondary,324,pdfs/JMB/JMB_Mack_2000_Long-term.pdf
38256,"Preservice teachers confuse taking a fraction of a fraction (multiplication) with dividing or subtracting, often triggered by natural language wording like 'eaten half'.","For a problem describing a roommate eating half of 3/4 of a cake, participants incorrectly wrote 3/4 / 1/2 or 3/4 - 1/2 instead of 3/4 x 1/2.",fraction,multiplication,fraction of a fraction,PST,preservice teachers,JMB_Osana_2011_Obstacles,"Helena P. Osana, Diana A. Royea",2011,Journal of Mathematical Behavior,deficit,primary,"343, 349-350",pdfs/JMB/JMB_Osana_2011_Obstacles.pdf
38270,"Students may judge the size of fractional pieces based on visual shape rather than mathematical area, erroneously believing that differently shaped halves of identical wholes represent different amounts.","In the Brownie Task, students reported a preference for the triangular half of a brownie over the rectangular half, claiming it was larger.",fraction,fraction area,visual representations,student,fourth-grade,JMB_Simon_2018_Promoting,"Martin A. Simon, Nicora Placa, Arnon Avitzur, Melike Kara",2018,Journal of Mathematical Behavior,deficit,secondary,,pdfs/JMB/JMB_Simon_2018_Promoting.pdf
38308,"When interpreting a fraction of a discrete set, a student may use whole-number reasoning to view the numerator as the number of groups and the denominator as the number of items in each group.","When asked to collect 2/3 of 12 swap cards, Simpson took 6 cards, stating 'I have two groups and there's three in the group.'",fraction,fraction of a set,fraction notation,student,Year 5,JMB_Hunting_1997_Clinical,Robert P. Hunting,1997,Journal of Mathematical Behavior,productive,primary,"157, 160",pdfs/JMB/JMB_Hunting_1997_Clinical.pdf
38335,"Students may initially use fraction words like 'one-half' generically to refer to any single part of a partitioned whole, regardless of the total number of equal parts.","When the teacher repeated a 10-stick three times to produce a three-part stick and asked the children what they would call each part, both responded 'one-half'.",fraction,unit fractions,fraction vocabulary,student,fourth graders,JMB_Tzur_2000_Integrated,Ron Tzur,2000,Journal of Mathematical Behavior,deficit,secondary,"131, 132",pdfs/JMB/JMB_Tzur_2000_Integrated.pdf
38371,"When multiplying two fractions, a student may correctly calculate the product by coordinating levels of units in activity, but fail to connect the final product back to the original whole unit because they cannot hold all necessary levels of units in mind simultaneously.","For the task 5/7 x 3/4, Kylie correctly calculated 15/28, but when asked 'fifteen twenty-eighths of what?', she replied 'It's fifteen twenty-eighths of five sevenths' instead of recognizing it as a fraction of the unit.",fraction,fraction multiplication,referent units,student,fifth grade,JMB_Simon_2018_Fostering,"Martin A. Simon, Melike Kara, Anderson Norton, Nicora Placa",2018,Journal of Mathematical Behavior,deficit,primary,,pdfs/JMB/JMB_Simon_2018_Fostering.pdf
38396,"When subtracting a fraction from the whole number one symbolically, students may misinterpret the symbol '1' as representing a single unit fraction rather than one whole.","When presented with the symbolic problem 1 - 4/5, Ted answered 'three-fifths', appearing to think of the '1' as one-fifth and subtracting it from four-fifths.",fraction,subtracting fractions from whole numbers,interpreting symbols,student,"third-, fourth-, and sixth-grade",JMB_Gutstein_1999_Learning,"Eric Gutstein, Nancy K. Mack",1999,Journal of Mathematical Behavior,deficit,passing,"445, 446",pdfs/JMB/JMB_Gutstein_1999_Learning.pdf
38422,"Students believed that taking any fraction of an object must always result in a smaller quantity, failing to conceptualize that improper fractions result in a quantity larger than the original whole.","When told 'The following bar is 5/3rds of another bar', Barbara said the other bar would be smaller 'Because 5/3 is a piece of something'. Abbie similarly believed taking 5/3 of something would result in a smaller quantity because 'you are taking a fraction of something'.",fraction,improper fractions,magnitude,student,seventh grade,JMB_Nabors_2003_From,Wanda K. Nabors,2003,Journal of Mathematical Behavior,deficit,primary,"151, 154, 155, 171",pdfs/JMB/JMB_Nabors_2003_From.pdf
38436,Teachers with a dominant procedural approach may construct word problems and drawings that mechanically apply fraction division without reflecting an accurate conceptual or visual understanding of the problem's physical context.,"Irina constructed a rectangular area problem but her 'mechanical application of the procedure led to an inaccurate visual representation – the unknown width (3 1/2 cm) of the rectangle should be ""longer"" than its length (1/2 cm).'",fraction,division of fractions,rectangular area model,mixed,"lower secondary, 6th-grade",JMB_Tchoshanov_2017_Analyzing,"Mourat Tchoshanov, Maria Cruz Quinones, Kadriya B. Shakirova, Elena N. Ibragimova, Liliana R. Shakirova",2017,Journal of Mathematical Behavior,deficit,primary,,pdfs/JMB/JMB_Tchoshanov_2017_Analyzing.pdf
38457,The student interpreted fractions on a number line simply as positions and placed them without any sense of relative distance or relation to a standard length unit.,Tim placed 1/2 closer to the 1 on the number line than 2/3 or 3/4 because he viewed 1/2 as the biggest possible fraction and ignored length units.,fraction,fractions on a number line,magnitude and distance,student,6th grade,JMB_Olive_2006_Making,"John Olive, Eugenia Vomvoridi",2006,Journal of Mathematical Behavior,deficit,secondary,29,pdfs/JMB/JMB_Olive_2006_Making.pdf
38552,"Preservice teachers may erroneously represent each successive fractional expense in a multistep problem as a part of the same original whole rather than a fraction of the remaining amount, sometimes incorrectly finding a common denominator to add them all together.","Katie drew rectangles in which each of the four expenses was from the same sized wholes. Abby added all fractions to get 1 7/20, figuring out a common denominator instead of applying the fractions to the remaining amounts.",fraction,fraction multiplication,changing referent wholes,PST,elementary and middle level,JMB_Baek_2017_Preservice,"Jae M. Baek, Megan H. Wickstrom, Jennifer M. Tobias, Amanda L. Miller, Elif Safak, Nicole Wessman-Enzinger, J. Vince Kirwan",2017,Journal of Mathematical Behavior,deficit,primary,9,pdfs/JMB/JMB_Baek_2017_Preservice.pdf
38560,"Students may struggle to find a non-unit fraction of a whole number if the task does not immediately follow an opportunity to first find a unit fraction of that whole number, treating the process as two disconnected one-step tasks.","Kylie only knew how to find a non-unit fraction of a whole number when it followed an opportunity to find a unit fraction of a whole number, which researchers realized was tantamount to breaking a two-step task into two one-step tasks.",fraction,fraction of a whole number,non-unit fractions,student,age 9–11,JMB_Simon_2018_Empirically-based,"Martin A. Simon, Nicora Placa, Melike Kara, Arnon Avitzur",2018,Journal of Mathematical Behavior,deficit,secondary,,pdfs/JMB/JMB_Simon_2018_Empirically-based.pdf
38595,"Students appear to lose their correct mathematical reasoning the day after successfully solving problems, reverting to previous incorrect conceptions because they cannot reinstate the anticipation without the generative situational cue.","Students correctly explain that 1/6 is larger than 1/8 using paper strips, but the next day incorrectly claim 1/7 is larger than 1/3 because 7 is larger than 3.",fraction,comparing unit fractions,magnitude,student,fourth graders,JMB_Tzur_2004_Teacher,Ron Tzur,2004,Journal of Mathematical Behavior,productive,secondary,97,pdfs/JMB/JMB_Tzur_2004_Teacher.pdf
38659,"Students misinterpret a reversible multiplicative comparison problem (finding an unknown quantity from a known quantity and a multiplier) as a direct multiplication problem, incorrectly operating the given multiplier on the known quantity.","Given parking lot A holds 55 cars and is 1 2/3 as large as parking lot B, a student computed 1 2/3 of 55 instead of determining what number multiplied by 1 2/3 yields 55.",fraction,multiplicative comparison,mixed numbers,student,seventh grade,JMB_Ramful_2014_Reversible,Ajay Ramful,2014,Journal of Mathematical Behavior,deficit,primary,127,pdfs/JMB/JMB_Ramful_2014_Reversible.pdf
38666,"The student assimilated a fractional addition situation using a whole number addition scheme, incorrectly adding the numerators and denominators, but immediately rejected the result as illogical.","When finding the sum of 1/3 and 1/4, Jason initially said 'One seventh' then 'two sevenths', before rejecting them because they represented a smaller part than the individual components.",fraction,fraction addition,sum of unit fractions,student,Grade 5,JMB_Steffe_2003_Fractional,Leslie P. Steffe,2003,Journal of Mathematical Behavior,productive,primary,270-271,pdfs/JMB/JMB_Steffe_2003_Fractional.pdf
38681,"Students misinterpret the phrase 'half of what's left' as referring to the other half of the original whole, leading to the belief that eating 'half of what's left' means eating the rest of the entire object.","When the teacher explained 'I have half a pizza and [student] eats half of what's left', the student responded, 'So, nothing left... He ate half of the pizza'.",fraction,fraction multiplication,referent wholes,mixed,fifth grade,JMB_Webel_2016_Meaning,"Corey Webel, William W. DeLeeuw",2016,Journal of Mathematical Behavior,deficit,secondary,136,pdfs/JMB/JMB_Webel_2016_Meaning.pdf
38731,"The student misinterprets a unit fraction as a fixed quantity equal to its denominator, assuming for instance that 'one-fifth' always refers to a group of five objects regardless of the size of the whole.","When asked to cover one-fifth of 55 sticks, Rachel made 11 groups of five sticks and covered one pile of five, associating one-fifth with 'one (set of) five'.",fraction,fractions of a set,Meaning of unit fractions,student,Year 5,ESM_Hunting_1986_Rachel's,ROBERT P. HUNTING,1986,Educational Studies in Mathematics,productive,primary,59,pdfs/ESM/ESM_Hunting_1986_Rachel's.pdf
38795,"The student develops a rigid, one-sided strategy of generating equivalent fractions solely by doubling both the numerator and the denominator, and struggles when operations require other multiplicative relationships.","Audrey confidently changes 4/6 into 16/24 by repeatedly doubling, but struggles significantly when she needs to divide 1/4 by three because her doubling strategy does not apply.",fraction,equivalent fractions,Generating equivalent fractions,student,grade 8 in primary schools (11–12 year olds),ESM_Keijzer_2001_Audreys,RONALD KEIJZER and JAN TERWEL,2001,Educational Studies in Mathematics,deficit,primary,"65, 66, 67, 69",pdfs/ESM/ESM_Keijzer_2001_Audreys.pdf
38839,"When using number lines, students mistakenly count the partition marks instead of the intervals, use the wrong unit, or fail to correctly locate fractions when the line uses sub-multiples of the denominator.",,fraction,number line representation,Locating fractions,student,fifth and sixth graders,ESM_Charalambous_2007_Drawing,CHARALAMBOS Y. CHARALAMBOUS and DEMETRA PITTA-PANTAZI,2007,Educational Studies in Mathematics,deficit,passing,300,pdfs/ESM/ESM_Charalambous_2007_Drawing.pdf
38867,"Teachers change between mathematical representations automatically and without making explicit connections, incorrectly assuming that the conversions are as obvious to the learners as they are to themselves.","In a classroom scenario, a student asks how to see the addition of 1/4 and 2/3 in a rectangle representation, but the teacher ignores the request and introduces a completely new pizza representation without connecting the two.",fraction,multiple representations,Conversions of representations,mixed,secondary school,ESM_Dreher_2015_Teachers',Anika Dreher & Sebastian Kuntze,2015,Educational Studies in Mathematics,deficit,primary,"92, 96, 97",pdfs/ESM/ESM_Dreher_2015_Teachers'.pdf
38946,Students incorrectly add fractions by adding their numerators together and their denominators together when the fractions are presented abstractly.,Students tend to give the answer 5/16 when asked to add 3/8 and 2/8 unless the problem is framed in a realistic context.,fraction,fraction addition,Adding numerators and denominators,student,"2nd, 3rd and 4th year children (14 year olds)",ESM_Kuchemann_1981_Cognitive,DIETMAR KÜCHEMANN,1981,Educational Studies in Mathematics,deficit,passing,312,pdfs/ESM/ESM_Kuchemann_1981_Cognitive.pdf
38977,"Children interpret 'half' as generically meaning 'a little bit' or a smaller number, leading them to erroneously conclude that a number like 'seven and a half' is smaller than 'seven'.","Monique explained that when you are seven and a half, 'you're not seven but you're a little bit seven.' She also explained that seven and a half is less than seven.",fraction,magnitude of fractions,Meaning of half,student,Kindergarten and first grade,ESM_Brizuela_2005_Young,BARBARA M. BRIZUELA,2005,Educational Studies in Mathematics,productive,primary,"297, 298, 299, 300",pdfs/ESM/ESM_Brizuela_2005_Young.pdf
39007,"Children suffer from a 'loss of whole' when quantifying shares from multiple partitioned objects, determining the denominator by counting the total number of pieces across all objects rather than the number of pieces making up one whole unit.","If two objects were each partitioned into four pieces, the total number of pieces would be eight, leading the child to incorrectly name the fraction 'eighths'.",fraction,naming and quantifying fractions,Identifying the whole,student,Year Three / third grade students (aged between 7.9 and 8.3 years),ESM_Charles_2000_Young,KATHY CHARLES and ROD NASON,2000,Educational Studies in Mathematics,deficit,primary,"214, 215",pdfs/ESM/ESM_Charles_2000_Young.pdf
39060,"Students confuse the fractional place value in a non-standard base with its decimal counterpart, incorrectly interpreting 1/3 as 0.3.","When converting 0.2 in base three, a student reasons that 0.2_three = 2 x 0.3 = 0.6.",fraction,place value in non-standard bases,Assigning place values,PST,junior and senior years,ESM_Khoury_1994_Fractions,HELEN A. KHOURY AND RINA ZAZKIS,1994,Educational Studies in Mathematics,deficit,primary,"195, 196",pdfs/ESM/ESM_Khoury_1994_Fractions.pdf
39091,"Students struggle to conceptualize the magnitude of improper fractions, sometimes treating them as equivalent to proper fractions that share the same digits, or arbitrarily flipping them to make sense of the values.","When asked to compare 2/4 and 4/2, 25.3% of incorrect explanations claimed they were 'the same', presumably because both fractions contain the digits 2 and 4.",fraction,fraction comparison,Improper fractions,student,grade 6,ESM_Clarke_2009_Students',Doug M. Clarke & Anne Roche,2009,Educational Studies in Mathematics,deficit,secondary,133,pdfs/ESM/ESM_Clarke_2009_Students'.pdf
39146,"Students with the second multiplicative concept partition items distributively but conflate the referent units when naming the resulting share, initially viewing it in relation to a single item rather than all items.","Lisa partitioned 3 bars into 5 equal parts each, named the share 'three-fifths', and insisted it was 3/5 of all the candy, before realizing it was 1/5 of all the candy.",fraction,distributive partitioning,Equal sharing,student,middle and high school,ESM_Hackenberg_2016_Students',Amy J. Hackenberg & Mi Yeon Lee,2016,Educational Studies in Mathematics,deficit,primary,"252, 253",pdfs/ESM/ESM_Hackenberg_2016_Students'.pdf
39178,"Students struggle to reverse their operational thinking to find a whole given a fractional part, often resorting to meaningless arithmetic combinations.","When asked to find the original number of cakes if 4 pieces represent 2/7 of the total, one student calculated '0.2 * 4 = 2 * 40 = 80'.",fraction,fractions as operators,Finding the whole,student,7th year of school,ESM_Hasemann_1981_Difficulties,KLAUS HASEMANN,1981,Educational Studies in Mathematics,deficit,primary,76,pdfs/ESM/ESM_Hasemann_1981_Difficulties.pdf
39217,"Pre-service teachers struggle to identify and coordinate the whole when posing fraction problems, sometimes mistakenly creating scenarios where fractional parts of a single whole sum to more than one.","A student posed the problem: 'Mum bought a pizza. She cut it into 8 pieces. Of the pizza, 1/2 was eaten by Dad and 3/4 by Lucy.', failing to realize 1/2 + 3/4 exceeds one whole pizza.",fraction,problem posing,the whole,PST,primary school,ESM_Ticha_2013_Developing,Marie Tichá & Alena Hošpesová,2013,Educational Studies in Mathematics,deficit,primary,"138, 139",pdfs/ESM/ESM_Ticha_2013_Developing.pdf
